mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
4	3	11	11	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		4	52	E3	3		79
4	3	11	11	1.5	1/2	1/2	4/4	2	1	3/8	1/4	3/2		4	64	E4	4		74
4	3	11	11	1.5	1/2	1/2	4/4	1	2	3/8	1/4	3/2		1	67	G4	4		69
4	3	11	11	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		0	72	C5	5		63
4	3	23/2	23/2	0.5	5/8	5/8	4/4	3	2	1/8	1/8	1		2	38	D2	2		86
4	3	23/2	23/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		2	50	D3	3		80
4	3	23/2	23/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71	B4	4		64
4	3	12	12	0.5	3/4	3/4	4/4	3	2	1/8	1/8	1		0	36	C2	2		87
4	3	12	12	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		0	48	C3	3		81
4	3	12	12	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4		65
4	3	25/2	25/2	0.5	7/8	7/8	4/4	3	2	1/8	1/8	1		3	33	A1	1		88
4	3	25/2	25/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		3	45	A2	2		82
4	3	25/2	25/2	0.25	7/8	7/8	4/4	2	1	1/16	1/16	1		2	62	D4	4		75
4	3	25/2	25/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4		70
4	3	51/4	51/4	0.25	15/16	15/16	4/4	2	1	1/16	1/16	1		0	60	C4	4		76
5	4	13	13	0.5	0	0	4/4	3	2	1/8	1/8	1		5	35	B1	1		105
5	4	13	13	0.5	0	0	4/4	2	2	1/8	1/8	1		5	47	B2	2		101
5	4	13	13	0.5	0	0	4/4	2	1	1/8	1/8	1		2	62	D4	4		96
5	4	13	13	0.5	0	0	4/4	1	1	1/8	1/8	1		1	67	G4	4		89
5	4	13	13	1.0	0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4		93
5	4	27/2	27/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		0	36	C2	2		106
5	4	27/2	27/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		0	48	C3	3		102
5	4	27/2	27/2	0.25	1/8	1/8	4/4	2	1	1/16	1/16	1		0	60	C4	4		97
5	4	27/2	27/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		4	64	E4	4		90
5	4	55/4	55/4	0.25	3/16	3/16	4/4	2	1	1/16	1/16	1		5	59	B3	3		98
5	4	14	14	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		2	38	D2	2		107
5	4	14	14	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		2	50	D3	3		103
5	4	14	14	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3		99
5	4	14	14	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		2	62	D4	4		94
5	4	14	14	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		6	66	F#4	4		91
5	4	15	15	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		1	31	G1	1		108
5	4	15	15	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		1	43	G2	2		104
5	4	15	15	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	B3	3		100
5	4	15	15	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4		95
5	4	15	15	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4		92
6	5	16	16	1.0	0	3/4	4/4	3	2	1/4	1/4	1		1	43	G2	2		114
6	5	16	16	1.0	0	3/4	4/4	2	2	1/4	1/4	1		1	55	G3	3		113
6	5	16	16	1.0	0	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3		112
6	5	16	16	0.5	0	3/4	4/4	1	2	1/8	1/8	1		2	62	D4	4		110
6	5	16	16	1.0	0	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4		109
6	5	33/2	33/2	0.5	1/8	7/8	4/4	1	2	1/8	1/8	1		4	64	E4	4		111
7	6	17	17	0.5	0	0	4/4	3	2	1/8	1/8	1		2	38	D2	2		137
7	6	17	17	0.5	0	0	4/4	2	2	1/8	1/8	1		2	50	D3	3		131
7	6	17	17	1.0	0	0	4/4	2	1	1/4	1/4	1		3	57	A3	3		125
7	6	17	17	1.0	0	0	4/4	1	2	1/4	1/4	1		6	66	F#4	4		119
7	6	17	17	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4		115
7	6	35/2	35/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		2	50	D3	3		138
7	6	35/2	35/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		2	62	D4	4		132
7	6	35/2	35/2	0.5	1/8	1/8	4/4	4	2	1/8	1/8	1		2	62	D4	4	-5.0	143
7	6	18	18	0.5	1/4	1/4	4/4	3	2	1/8	1/8	1		0	48	C3	3		139
7	6	18	18	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		0	60	C4	4		133
7	6	18	18	0.5	1/4	1/4	4/4	4	2	1/8	1/8	1		0	60	C4	4		144
7	6	18	18	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		2	62	D4	4		126
7	6	18	18	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		8	68	G#4	4		120
7	6	18	18	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4		116
7	6	37/2	37/2	0.5	3/8	3/8	4/4	3	2	1/8	1/8	1		5	47	B2	2		140
7	6	37/2	37/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		5	59	B3	3		134
7	6	37/2	37/2	0.5	3/8	3/8	4/4	4	2	1/8	1/8	1		5	59	B3	3		145
7	6	19	19	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		3	45	A2	2		141
7	6	19	19	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		3	57	A3	3		135
7	6	19	19	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		4	64	E4	4		127
7	6	19	19	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		3	69	A4	4		121
7	6	19	19	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5		117
7	6	39/2	39/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		3	57	A3	3		122
7	6	39/2	39/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		-1	65	F4	4		128
7	6	20	20	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		1	43	G2	2		142
7	6	20	20	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		1	55	G3	3		136
7	6	20	20	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		2	62	D4	4		123
7	6	20	20	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		-1	65	F4	4		129
7	6	20	20	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4		118
7	6	41/2	41/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		4	64	E4	4		124
7	6	41/2	41/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		4	64	E4	4		130
8	7	21	21	0.5	0	0	4/4	3	2	1/8	1/8	1		-1	41	F2	2		170
8	7	21	21	0.5	0	0	4/4	2	2	1/8	1/8	1		-1	53	F3	3		164
8	7	21	21	0.5	0	0	4/4	1	2	1/8	1/8	1		3	57	A3	3		151
8	7	21	21	0.25	0	0	4/4	2	1	1/16	1/16	1		4	64	E4	4		156
8	7	21	21	0.75	0	0	4/4	1	1	3/16	1/8	3/2		3	69	A4	4		146
8	7	85/4	85/4	0.25	1/16	1/16	4/4	2	1	1/16	1/16	1		2	62	D4	4		157
8	7	43/2	43/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		0	36	C2	2		171
8	7	43/2	43/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		0	48	C3	3		165
8	7	43/2	43/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		4	64	E4	4		158
8	7	43/2	43/2	1.0	1/8	1/8	4/4	1	2	1/4	1/4	1		3	69	A4	4		152
8	7	87/4	87/4	0.25	3/16	3/16	4/4	1	1	1/16	1/16	1		5	71	B4	4		147
8	7	22	22	0.5	1/4	1/4	4/4	3	2	1/8	1/8	1		2	38	D2	2		172
8	7	22	22	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		2	50	D3	3		166
8	7	22	22	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		-1	65	F4	4		159
8	7	22	22	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4		148
8	7	45/2	45/2	0.5	3/8	3/8	4/4	3	2	1/8	1/8	1		4	40	E2	2		173
8	7	45/2	45/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		4	52	E3	3		167
8	7	45/2	45/2	0.25	3/8	3/8	4/4	2	1	1/16	1/16	1		4	64	E4	4		160
8	7	45/2	45/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4		153
8	7	91/4	91/4	0.25	7/16	7/16	4/4	2	1	1/16	1/16	1		2	62	D4	4		161
8	7	23	23	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		3	33	A1	1		174
8	7	23	23	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		3	45	A2	2		168
8	7	23	23	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		0	60	C4	4		162
8	7	23	23	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4		154
8	7	23	23	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4		149
8	7	24	24	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		6	42	F#2	2		175
8	7	24	24	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		6	54	F#3	3		169
8	7	24	24	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3		163
8	7	24	24	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		2	62	D4	4		155
8	7	24	24	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4		150
9	8	25	25	0.5	0	0	4/4	3	2	1/8	1/8	1		1	43	G2	2		196
9	8	25	25	0.5	0	0	4/4	2	2	1/8	1/8	1		1	55	G3	3		190
9	8	25	25	1.0	0	0	4/4	2	1	1/4	1/4	1		1	55	G3	3		185
9	8	25	25	1.0	0	0	4/4	1	2	1/4	1/4	1		2	62	D4	4		180
9	8	25	25	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4		176
9	8	51/2	51/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		6	42	F#2	2		197
9	8	51/2	51/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3		191
9	8	26	26	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		4	40	E2	2		198
9	8	26	26	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		4	52	E3	3		192
9	8	26	26	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		1	55	G3	3		186
9	8	26	26	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		1	67	G4	4		181
9	8	26	26	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		0	72	C5	5		177
9	8	53/2	53/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		3	57	A3	3		187
9	8	27	27	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		5	35	B1	1		199
9	8	27	27	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		5	47	B2	2		193
9	8	27	27	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	B3	3		188
9	8	27	27	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		6	66	F#4	4		182
9	8	27	27	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5		178
9	8	55/2	55/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4		183
9	8	28	28	0.5	3/4	3/4	4/4	3	2	1/8	1/8	1		0	36	C2	2		200
9	8	28	28	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		0	48	C3	3		194
9	8	28	28	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		4	52	E3	3		189
9	8	28	28	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		3	69	A4	4		184
9	8	28	28	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5		179
9	8	57/2	57/2	0.5	7/8	7/8	4/4	3	2	1/8	1/8	1		2	38	D2	2		201
9	8	57/2	57/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		2	50	D3	3		195
10	9	29	29	0.5	0	0	4/4	3	2	1/8	1/8	1		4	40	E2	2		222
10	9	29	29	0.5	0	0	4/4	2	2	1/8	1/8	1		4	52	E3	3		217
10	9	29	29	0.5	0	0	4/4	2	1	1/8	1/8	1		4	64	E4	4		212
10	9	29	29	0.5	0	0	4/4	1	2	1/8	1/8	1		1	67	G4	4		206
10	9	29	29	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4		202
10	9	59/2	59/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		2	38	D2	2		223
10	9	59/2	59/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		2	50	D3	3		218
10	9	59/2	59/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		5	59	B3	3		213
10	9	59/2	59/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4		207
10	9	30	30	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		0	36	C2	2		224
10	9	30	30	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		0	48	C3	3		219
10	9	30	30	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		0	60	C4	4		214
10	9	30	30	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4		208
10	9	30	30	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4		203
10	9	31	31	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		5	35	B1	1		225
10	9	31	31	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		5	47	B2	2		220
10	9	31	31	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		6	54	F#3	3		215
10	9	31	31	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		9	63	D#4	4		209
10	9	31	31	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4		204
10	9	32	32	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		4	40	E2	2		226
10	9	32	32	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3		221
10	9	32	32	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		1	55	G3	3		216
10	9	32	32	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		5	59	B3	3		210
10	9	32	32	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4		205
10	9	65/2	65/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		7	61	C#4	4		211
11	10	33	33	1.0	0	0	4/4	3	2	1/4	1/4	1		2	38	D2	2		249
11	10	33	33	1.0	0	0	4/4	2	2	1/4	1/4	1		2	50	D3	3		243
11	10	33	33	1.0	0	0	4/4	2	1	1/4	1/4	1		6	54	F#3	3		238
11	10	33	33	0.5	0	0	4/4	1	2	1/8	1/8	1		2	62	D4	4		232
11	10	33	33	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4		227
11	10	67/2	67/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		4	64	E4	4		233
11	10	34	34	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		9	39	D#2	2		250
11	10	34	34	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		9	51	D#3	3		244
11	10	34	34	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		5	59	B3	3		239
11	10	34	34	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4		234
11	10	34	34	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4		228
11	10	69/2	69/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		3	57	A3	3		240
11	10	35	35	0.5	1/2	1/2	4/4	3	2	1/8	1/8	1		4	40	E2	2		251
11	10	35	35	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		4	52	E3	3		245
11	10	35	35	1.5	1/2	1/2	4/4	2	1	3/8	1/4	3/2		1	55	G3	3		241
11	10	35	35	1.5	1/2	1/2	4/4	1	2	3/8	1/4	3/2		4	64	E4	4		235
11	10	35	35	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		0	72	C5	5		229
11	10	71/2	71/2	0.5	5/8	5/8	4/4	3	2	1/8	1/8	1		2	38	D2	2		252
11	10	71/2	71/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		2	50	D3	3		246
11	10	71/2	71/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71	B4	4		230
11	10	36	36	0.5	3/4	3/4	4/4	3	2	1/8	1/8	1		0	36	C2	2		253
11	10	36	36	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		0	48	C3	3		247
11	10	36	36	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4		231
11	10	73/2	73/2	0.5	7/8	7/8	4/4	3	2	1/8	1/8	1		3	33	A1	1		254
11	10	73/2	73/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		3	45	A2	2		248
11	10	73/2	73/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		6	54	F#3	3		242
11	10	73/2	73/2	0.25	7/8	7/8	4/4	1	2	1/16	1/16	1		2	62	D4	4		236
11	10	147/4	147/4	0.25	15/16	15/16	4/4	1	2	1/16	1/16	1		0	60	C4	4		237
12	11	37	37	0.5	0	0	4/4	3	2	1/8	1/8	1		5	35	B1	1		271
12	11	37	37	0.5	0	0	4/4	2	2	1/8	1/8	1		5	47	B2	2		267
12	11	37	37	0.5	0	0	4/4	2	1	1/8	1/8	1		2	62	D4	4		262
12	11	37	37	0.5	0	0	4/4	1	1	1/8	1/8	1		1	67	G4	4		255
12	11	37	37	1.0	0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4		259
12	11	75/2	75/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		0	36	C2	2		272
12	11	75/2	75/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		0	48	C3	3		268
12	11	75/2	75/2	0.25	1/8	1/8	4/4	2	1	1/16	1/16	1		0	60	C4	4		263
12	11	75/2	75/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		4	64	E4	4		256
12	11	151/4	151/4	0.25	3/16	3/16	4/4	2	1	1/16	1/16	1		5	59	B3	3		264
12	11	38	38	1.0	1/4	1/4	4/4	3	2	1/4	1/4	1		2	38	D2	2		273
12	11	38	38	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		2	50	D3	3		269
12	11	38	38	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3		265
12	11	38	38	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		2	62	D4	4		260
12	11	38	38	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		6	66	F#4	4		257
12	11	39	39	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		1	31	G1	1		274
12	11	39	39	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		1	43	G2	2		270
12	11	39	39	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	B3	3		266
12	11	39	39	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4		261
12	11	39	39	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4		258
