mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
2	1	9/2	9/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		5	71	B4	4		18
3	2	5	5	1.0	0	0	4/4	4	2	1/4	1/4	1		10	46	A#2	2		48
3	2	5	5	1.0	0	0	4/4	2	2	1/4	1/4	1		10	58	A#3	3		43
3	2	5	5	1.0	0	0	4/4	2	1	1/4	1/4	1		7	61	C#4	4		38
3	2	5	5	1.0	0	0	4/4	1	2	1/4	1/4	1		7	73	C#5	5		34
3	2	5	5	1.0	0	0	4/4	1	1	1/4	1/4	1		4	76	E5	5		31
3	2	6	6	0.5	1/4	1/4	4/4	4	2	1/8	1/8	1		5	47	B2	2		49
3	2	6	6	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		5	59	B3	3		44
3	2	6	6	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62	D4	4		39
3	2	6	6	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4		35
3	2	6	6	2.0	1/4	1/4	4/4	1	1	1/2	1/2	1		2	74	D5	5		32
3	2	13/2	13/2	0.5	3/8	3/8	4/4	4	2	1/8	1/8	1		3	45	A2	2		50
3	2	13/2	13/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		3	57	A3	3		45
3	2	13/2	13/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4		40
3	2	7	7	1.0	1/2	1/2	4/4	4	2	1/4	1/4	1		8	44	G#2	2		51
3	2	7	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		8	56	G#3	3		46
3	2	7	7	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	B3	3		41
3	2	7	7	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4		36
3	2	8	8	1.0	3/4	3/4	4/4	4	2	1/4	1/4	1		3	45	A2	2		52
3	2	8	8	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3		42
3	2	8	8	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		3	57	A3	3		47
3	2	8	8	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4		37
3	2	8	8	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5		33
4	3	9	9	2.0	0	0	4/4	4	2	1/2	1/2	1		2	38	D2	2		62
4	3	9	9	2.0	0	0	4/4	2	2	1/2	1/2	1		2	50	D3	3		59
4	3	9	9	2.0	0	0	4/4	2	1	1/2	1/2	1		3	57	A3	3		57
4	3	9	9	2.0	0	0	4/4	1	2	1/2	1/2	1		6	66	F#4	4		55
4	3	9	9	2.0	0	0	4/4	1	1	1/2	1/2	1		2	74	D5	5		53
4	3	12	12	1.0	3/4	3/4	4/4	4	2	1/4	1/4	1		2	50	D3	3		63
4	3	12	12	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	6.0	58
4	3	12	12	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		2	62	D4	4		60
4	3	12	12	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		2	62	D4	4		61
4	3	12	12	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		3	69	A4	4		56
4	3	12	12	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		6	78	F#5	5		54
5	4	13	13	1.0	0	0	4/4	4	2	1/4	1/4	1		3	45	A2	2		83
5	4	13	13	1.0	0	0	4/4	2	2	1/4	1/4	1		3	57	A3	3		79
5	4	13	13	1.0	0	0	4/4	2	1	1/4	1/4	1		7	61	C#4	4		74
5	4	13	13	0.5	0	0	4/4	1	2	1/8	1/8	1		3	69	A4	4		69
5	4	13	13	1.0	0	0	4/4	1	1	1/4	1/4	1		4	76	E5	5		64
5	4	27/2	27/2	0.5	1/8	1/8	4/4	1	2	1/8	1/8	1		1	67	G4	4		70
5	4	14	14	1.0	1/4	1/4	4/4	4	2	1/4	1/4	1		5	47	B2	2		84
5	4	14	14	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		5	59	B3	3		80
5	4	14	14	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		2	62	D4	4		75
5	4	14	14	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4		71
5	4	14	14	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5		65
5	4	15	15	1.0	1/2	1/2	4/4	4	2	1/4	1/4	1		4	40	E2	2		85
5	4	15	15	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		4	52	E3	3		81
5	4	15	15	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		4	64	E4	4		76
5	4	15	15	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		1	67	G4	4		72
5	4	15	15	0.5	1/2	1/2	4/4	1	1	1/8	1/8	1		7	73	C#5	5		66
5	4	31/2	31/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		2	62	D4	4		77
5	4	31/2	31/2	0.5	5/8	5/8	4/4	1	1	1/8	1/8	1		5	71	B4	4		67
5	4	16	16	1.0	3/4	3/4	4/4	4	2	1/4	1/4	1	1	6	42	F#2	2		86
5	4	16	16	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1	1	6	54	F#3	3		82
5	4	16	16	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4		78
5	4	16	16	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4		73
5	4	16	16	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4		68
6	5	17	17	1.0	0	0	4/4	4	2	1/4	1/4	1	-1	6	42	F#2	2		106
6	5	17	17	1.0	0	0	4/4	2	2	1/4	1/4	1	-1	6	54	F#3	3		99
6	5	17	17	1.0	0	0	4/4	2	1	1/4	1/4	1		2	62	D4	4		94
6	5	17	17	3.0	0	0	4/4	1	2	3/4	1/2	3/2		1	67	G4	4		91
6	5	17	17	1.0	0	0	4/4	1	1	1/4	1/4	1		5	71	B4	4		87
6	5	18	18	0.5	1/4	1/4	4/4	4	2	1/8	1/8	1		4	40	E2	2		107
6	5	18	18	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		4	52	E3	3		100
6	5	18	18	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		4	64	E4	4		95
6	5	18	18	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		7	73	C#5	5		88
6	5	37/2	37/2	0.5	3/8	3/8	4/4	4	2	1/8	1/8	1		2	38	D2	2		108
6	5	37/2	37/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		2	50	D3	3		101
6	5	37/2	37/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		2	74	D5	5		89
6	5	19	19	0.5	1/2	1/2	4/4	4	2	1/8	1/8	1		7	37	C#2	2		109
6	5	19	19	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		7	49	C#3	3		102
6	5	19	19	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		10	58	A#3	3		96
6	5	19	19	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		4	76	E5	5		90
6	5	39/2	39/2	0.5	5/8	5/8	4/4	4	2	1/8	1/8	1		5	35	B1	1		110
6	5	39/2	39/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		5	47	B2	2		103
6	5	39/2	39/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59	B3	3		97
6	5	20	20	0.5	3/4	3/4	4/4	4	2	1/8	1/8	1		10	34	A#1	1		111
6	5	20	20	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		10	46	A#2	2		104
6	5	20	20	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4		98
6	5	20	20	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		6	66	F#4	4		92
6	5	41/2	41/2	0.5	7/8	7/8	4/4	4	2	1/8	1/8	1		7	37	C#2	2		112
6	5	41/2	41/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		7	49	C#3	3		105
6	5	41/2	41/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4		93
7	6	21	21	1.0	0	0	4/4	4	2	1/4	1/4	1		6	42	F#2	2		130
7	6	21	21	1.0	0	0	4/4	2	2	1/4	1/4	1		6	54	F#3	3		125
7	6	21	21	1.0	0	0	4/4	2	1	1/4	1/4	1		7	61	C#4	4		122
7	6	21	21	1.0	0	0	4/4	1	2	1/4	1/4	1		10	70	A#4	4		116
7	6	21	21	1.0	0	0	4/4	1	1	1/4	1/4	1		4	76	E5	5		113
7	6	22	22	0.5	1/4	1/4	4/4	4	2	1/8	1/8	1		1	43	G2	2		131
7	6	22	22	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		1	55	G3	3		126
7	6	22	22	2.0	1/4	1/4	4/4	2	1	1/2	1/2	1		5	59	B3	3		123
7	6	22	22	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		5	71	B4	4		117
7	6	22	22	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		2	74	D5	5		114
7	6	45/2	45/2	0.5	3/8	3/8	4/4	4	2	1/8	1/8	1		6	42	F#2	2		132
7	6	45/2	45/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3		127
7	6	45/2	45/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		3	69	A4	4		118
7	6	23	23	1.0	1/2	1/2	4/4	4	2	1/4	1/4	1		4	40	E2	2		133
7	6	23	23	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		4	52	E3	3		128
7	6	23	23	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		1	67	G4	4		119
7	6	23	23	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		7	73	C#5	5		115
7	6	24	24	1.0	3/4	3/4	4/4	4	2	1/4	1/4	1		6	42	F#2	2		134
7	6	24	24	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		6	54	F#3	3		129
7	6	24	24	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		10	58	A#3	3		124
7	6	24	24	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		6	66	F#4	4		120
7	6	49/2	49/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		4	64	E4	4		121
8	7	25	25	2.0	0	0	4/4	4	2	1/2	1/2	1		5	35	B1	1		139
8	7	25	25	2.0	0	0	4/4	2	2	1/2	1/2	1		5	47	B2	2		138
8	7	25	25	2.0	0	0	4/4	2	1	1/2	1/2	1		5	59	B3	3		137
8	7	25	25	2.0	0	0	4/4	1	2	1/2	1/2	1		2	62	D4	4		136
8	7	25	25	2.0	0	0	4/4	1	1	1/2	1/2	1		5	71	B4	4		135
9	7	28	28	1.0	0	3/4	4/4	4	2	1/4	1/4	1		5	47	B2	2		144
9	7	28	28	1.0	0	3/4	4/4	2	2	1/4	1/4	1		5	59	B3	3		143
9	7	28	28	1.0	0	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4		142
9	7	28	28	1.0	0	3/4	4/4	1	2	1/4	1/4	1		5	71	B4	4		141
9	7	28	28	1.0	0	3/4	4/4	1	1	1/4	1/4	1		6	78	F#5	5		140
10	8	29	29	1.0	0	0	4/4	4	2	1/4	1/4	1		4	40	E2	2		164
10	8	29	29	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3		159
10	8	29	29	0.5	0	0	4/4	2	1	1/8	1/8	1		2	62	D4	4		153
10	8	29	29	1.0	0	0	4/4	1	2	1/4	1/4	1		5	71	B4	4		149
10	8	29	29	1.0	0	0	4/4	1	1	1/4	1/4	1		1	79	G5	5		145
10	8	59/2	59/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		5	59	B3	3		154
10	8	30	30	1.0	1/4	1/4	4/4	4	2	1/4	1/4	1		3	45	A2	2		165
10	8	30	30	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		3	57	A3	3		160
10	8	30	30	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4		155
10	8	30	30	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		3	69	A4	4		150
10	8	30	30	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		4	76	E5	5		146
10	8	31	31	1.0	1/2	1/2	4/4	4	2	1/4	1/4	1		2	38	D2	2		166
10	8	31	31	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		2	50	D3	3		161
10	8	31	31	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		7	61	C#4	4		156
10	8	31	31	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		3	69	A4	4		151
10	8	31	31	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		6	78	F#5	5		147
10	8	63/2	63/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57	A3	3		157
10	8	32	32	0.5	3/4	3/4	4/4	4	2	1/8	1/8	1		1	43	G2	2		167
10	8	32	32	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		1	55	G3	3		162
10	8	32	32	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3		158
10	8	32	32	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4		152
10	8	32	32	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5		148
10	8	65/2	65/2	0.5	7/8	7/8	4/4	4	2	1/8	1/8	1		6	42	F#2	2		168
10	8	65/2	65/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3		163
11	9	33	33	1.0	0	0	4/4	4	2	1/4	1/4	1		4	40	E2	2		185
11	9	33	33	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3		181
11	9	33	33	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3		177
11	9	33	33	1.0	0	0	4/4	1	2	1/4	1/4	1		1	67	G4	4		173
11	9	33	33	1.0	0	0	4/4	1	1	1/4	1/4	1		4	76	E5	5		169
11	9	34	34	1.0	1/4	1/4	4/4	4	2	1/4	1/4	1		10	34	A#1	1		186
11	9	34	34	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		10	46	A#2	2		182
11	9	34	34	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4		178
11	9	34	34	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4		174
11	9	34	34	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		6	78	F#5	5		170
11	9	35	35	1.0	1/2	1/2	4/4	4	2	1/4	1/4	1		5	35	B1	1		187
11	9	35	35	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		5	47	B2	2		183
11	9	35	35	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		2	62	D4	4		179
11	9	35	35	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66	F#4	4		175
11	9	35	35	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4		171
11	9	36	36	1.0	3/4	3/4	4/4	4	2	1/4	1/4	1		2	50	D3	3		188
11	9	36	36	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		2	62	D4	4		184
11	9	36	36	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		6	66	F#4	4		180
11	9	36	36	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		5	71	B4	4		176
11	9	36	36	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		6	78	F#5	5		172
12	10	37	37	1.0	0	0	4/4	4	2	1/4	1/4	1		2	50	D3	3		208
12	10	37	37	1.0	0	0	4/4	2	2	1/4	1/4	1		2	62	D4	4		203
12	10	37	37	1.0	0	0	4/4	2	1	1/4	1/4	1		4	64	E4	4		198
12	10	37	37	1.0	0	0	4/4	1	2	1/4	1/4	1		5	71	B4	4		193
12	10	37	37	1.0	0	0	4/4	1	1	1/4	1/4	1		1	79	G5	5		189
12	10	38	38	1.0	1/4	1/4	4/4	4	2	1/4	1/4	1		7	49	C#3	3		209
12	10	38	38	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		7	61	C#4	4		204
12	10	38	38	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		4	64	E4	4		199
12	10	38	38	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		3	69	A4	4		194
12	10	38	38	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		4	76	E5	5		190
12	10	39	39	1.0	1/2	1/2	4/4	4	2	1/4	1/4	1		7	49	C#3	3		210
12	10	39	39	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		7	61	C#4	4		205
12	10	39	39	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		2	62	D4	4		200
12	10	39	39	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		3	69	A4	4		195
12	10	39	39	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		6	78	F#5	5		191
12	10	40	40	0.5	3/4	3/4	4/4	4	2	1/8	1/8	1		5	47	B2	2		211
12	10	40	40	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		5	59	B3	3		206
12	10	40	40	0.5	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62	D4	4		201
12	10	40	40	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		1	67	G4	4		196
12	10	40	40	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5		192
12	10	81/2	81/2	0.5	7/8	7/8	4/4	4	2	1/8	1/8	1		3	45	A2	2		212
12	10	81/2	81/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		3	57	A3	3		207
12	10	81/2	81/2	0.5	7/8	7/8	4/4	2	1	1/8	1/8	1		7	61	C#4	4		202
12	10	81/2	81/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4		197
13	11	41	41	0.5	0	0	4/4	4	2	1/8	1/8	1		1	43	G2	2		223
13	11	41	41	0.5	0	0	4/4	2	2	1/8	1/8	1		1	55	G3	3		219
13	11	41	41	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3		217
13	11	41	41	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4		215
13	11	41	41	1.0	0	0	4/4	1	1	1/4	1/4	1		4	76	E5	5		213
13	11	83/2	83/2	0.5	1/8	1/8	4/4	4	2	1/8	1/8	1		6	42	F#2	2		224
13	11	83/2	83/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3		220
13	11	42	42	0.5	1/4	1/4	4/4	4	2	1/8	1/8	1		4	40	E2	2		225
13	11	42	42	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		4	52	E3	3		221
13	11	42	42	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3		218
13	11	42	42	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		3	69	A4	4		216
13	11	42	42	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		6	78	F#5	5		214
13	11	85/2	85/2	0.5	3/8	3/8	4/4	4	2	1/8	1/8	1		9	39	D#2	2		226
13	11	85/2	85/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		9	51	D#3	3		222
14	12	43	43	2.0	0	0	4/4	4	2	1/2	1/2	1		4	40	E2	2		237
14	12	43	43	2.0	0	0	4/4	2	2	1/2	1/2	1		4	52	E3	3		233
14	12	43	43	2.0	0	0	4/4	3	2	1/2	1/2	1		4	52	E3	3		235
14	12	43	43	2.0	0	0	4/4	2	1	1/2	1/2	1		5	59	B3	3		231
14	12	43	43	2.0	0	0	4/4	1	2	1/2	1/2	1		1	67	G4	4		229
14	12	43	43	2.0	0	0	4/4	1	1	1/2	1/2	1		5	71	B4	4		227
14	12	46	46	1.0	3/4	3/4	4/4	4	2	1/4	1/4	1		5	35	B1	1		238
14	12	46	46	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		5	47	B2	2		234
14	12	46	46	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		5	47	B2	2		236
14	12	46	46	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3		232
14	12	46	46	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4		230
14	12	46	46	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5		228
15	13	47	47	1.0	0	0	4/4	4	2	1/4	1/4	1		7	37	C#2	2		263
15	13	47	47	1.0	0	0	4/4	2	2	1/4	1/4	1		7	49	C#3	3		253
15	13	47	47	1.0	0	0	4/4	3	2	1/4	1/4	1		7	49	C#3	3		258
15	13	47	47	0.5	0	0	4/4	2	1	1/8	1/8	1		5	59	B3	3		248
15	13	47	47	1.0	0	0	4/4	1	2	1/4	1/4	1		11	65	E#4	4		243
15	13	47	47	1.0	0	0	4/4	1	1	1/4	1/4	1		7	73	C#5	5		239
15	13	95/2	95/2	1.0	1/8	1/8	4/4	2	1	1/4	1/4	1		3	57	A3	3		249
15	13	48	48	0.5	1/4	1/4	4/4	4	2	1/8	1/8	1		9	39	D#2	2		264
15	13	48	48	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		9	51	D#3	3		254
15	13	48	48	0.5	1/4	1/4	4/4	3	2	1/8	1/8	1		9	51	D#3	3		259
15	13	48	48	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		6	66	F#4	4		244
15	13	48	48	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4		240
15	13	97/2	97/2	0.5	3/8	3/8	4/4	4	2	1/8	1/8	1		11	41	E#2	2		265
15	13	97/2	97/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		11	53	E#3	3		255
15	13	97/2	97/2	0.5	3/8	3/8	4/4	3	2	1/8	1/8	1		11	53	E#3	3		260
15	13	97/2	97/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		8	56	G#3	3		250
15	13	97/2	97/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		8	68	G#4	4		245
15	13	49	49	1.0	1/2	1/2	4/4	4	2	1/4	1/4	1		6	42	F#2	2		266
15	13	49	49	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		6	54	F#3	3		251
15	13	49	49	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		6	54	F#3	3		256
15	13	49	49	1.0	1/2	1/2	4/4	3	2	1/4	1/4	1		6	54	F#3	3		261
15	13	49	49	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		7	61	C#4	4		246
15	13	49	49	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4		241
15	13	50	50	1.0	3/4	3/4	4/4	4	2	1/4	1/4	1		9	39	D#2	2		267
15	13	50	50	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		9	51	D#3	3		257
15	13	50	50	1.0	3/4	3/4	4/4	3	2	1/4	1/4	1		9	51	D#3	3		262
15	13	50	50	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		6	54	F#3	3		252
15	13	50	50	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4		247
15	13	50	50	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4		242
16	14	51	51	0.5	0	0	4/4	4	2	1/8	1/8	1		4	40	E2	2		289
16	14	51	51	0.5	0	0	4/4	2	2	1/8	1/8	1		4	52	E3	3		279
16	14	51	51	0.5	0	0	4/4	3	2	1/8	1/8	1		4	52	E3	3		284
16	14	51	51	0.5	0	0	4/4	2	1	1/8	1/8	1		1	55	G3	3		274
16	14	51	51	1.0	0	0	4/4	1	2	1/4	1/4	1		6	66	F#4	4		271
16	14	51	51	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4		268
16	14	103/2	103/2	0.5	1/8	1/8	4/4	4	2	1/8	1/8	1		6	42	F#2	2		290
16	14	103/2	103/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3		280
16	14	103/2	103/2	0.5	1/8	1/8	4/4	3	2	1/8	1/8	1		6	54	F#3	3		285
16	14	103/2	103/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		3	57	A3	3		275
16	14	52	52	0.5	1/4	1/4	4/4	4	2	1/8	1/8	1		1	43	G2	2		291
16	14	52	52	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		1	55	G3	3		281
16	14	52	52	0.5	1/4	1/4	4/4	3	2	1/8	1/8	1		1	55	G3	3		286
