mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	3	3	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	25											
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	26											
2	2	4	4	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=67.4	67.0	𝅘𝅥	67.4	0.0	
2	2	4	4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	27	See-	-ar-	-trü-	sü-							
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	28	-le,	-men,	-bet?	-sse,							
2	2	4	4	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	29											0
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	30											
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	31											
2	2	4	4	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	32											1
2	2	9/2	9/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	33											1
2	2	5	5	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	34											1
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	35											
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	36											
2	2	4	4	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	37											
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	38											
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	39											
2	2	4	4	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	40											
2	2	5	5	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	41											
2	2	6	6	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	42											
3	3	8	8	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	43	die	und	so	tau-							
3	3	9	9	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	44	in	mit	mich	-send							
3	3	10	10	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	45	ih-	Trost	Je-	Zu-							
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	46	-rer	er-	-su	-cker-							
3	3	8	8	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	47											
3	3	9	9	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	48											
3	3	10	10	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	49											
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	50											
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	51											
3	3	8	8	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	52											
3	3	9	9	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	53											
3	3	10	10	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	54											
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	55											
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	56											
3	3	8	8	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	57											
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	58											
3	3	9	9	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	59											
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	60											
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	61											
3	3	11	11	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	62											
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	63											
3	3	8	8	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	64											
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	65											
3	3	9	9	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	66											
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	67											
3	3	10	10	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	68											
3	3	11	11	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	69											
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	70											
4	4	12	12	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	71	Höh-	-war-	lie-	-küs-							
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	72	-le,	-men,	-bet,	-se,							
4	4	12	12	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	73											2
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	74											
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	75											
4	4	12	12	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	76											3
4	4	25/2	25/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	77											3
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	78											3
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	79											3
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	80											
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	81											
4	4	12	12	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	82											
4	4	25/2	25/2	0.25	1/8	1/8	Chord	4/4	2	2	1/16	1/16	1	83											
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	84											
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	85											
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	86											
4	4	12	12	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	87											
4	4	25/2	25/2	0.25	1/8	1/8	Chord	4/4	3	2	1/16	1/16	1	88											
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	3	2	1/16	1/16	1	89											
4	4	13	13	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	90											
4	4	14	14	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	91											
5	5	16	16	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	92	dich,	wenn	ist	drü-							
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	93											
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	94	o	sie	mir	-cket							
5	5	18	18	0.0	1/2	1/2	Tempo	4/4	1	1	0									𝅘𝅥=67	67.0	𝅘𝅥	67.0	0.0	
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	95	Je-	ist	al-	er							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	96	-su	be-	-ler	an's							
5	5	16	16	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	97											
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	98											
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	99											
5	5	19	19	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	100											
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	101											
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	102											
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	103											
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	104											
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	105											
5	5	16	16	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	106											
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	107											
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	108											
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	109											
5	5	18	18	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	110											
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	111											
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	112											
5	5	16	16	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	113											
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	114											
5	5	17	17	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	115											
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	116											
5	5	18	18	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	117											
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	118											
5	5	19	19	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	119											
6	6	20	20	4.0	0	0	Chord	4/4	1	1	1	1	1	120	liebt:	-trübt;	Schmerz	Herz.							
6	6	20	20	4.0	0	0	Chord	4/4	1	2	1	1	1	121											
6	6	20	20	4.0	0	0	Chord	4/4	2	1	1	1	1	122											
6	6	20	20	4.0	0	0	Chord	4/4	2	2	1	1	1	123											
6	6	20	20	4.0	0	0	Chord	4/4	3	2	1	1	1	124											
7	7	24	24	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	125		du		Wenn							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	126		bist		die							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	127		ihr		Pein							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	128		Licht,		sich							
7	7	24	24	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	129											
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	130											
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	131											
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	132											
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	133											
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	134											
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	135											
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	136											
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	137											
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	138											
7	7	24	24	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	139											
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	140											
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	141											
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	142											
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	143											
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	144											
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	145											
7	7	24	24	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	146											
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	147											
7	7	25	25	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	148											
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	149											
7	7	26	26	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	150											
7	7	27	27	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	151											
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	152											
8	8	28	28	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	153		Heil		stel-							4
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	154											4
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	155											
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	156		und		-let							
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	157		Zier,		ein,							
8	8	28	28	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	158											
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	159											
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	160											
8	8	28	28	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	161											
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	162											
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	163											
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	164											
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	165											
8	8	28	28	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	166											
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	167											
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	168											
8	8	28	28	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	169											
8	8	29	29	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	170											
8	8	30	30	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	171											
9	9	32	32	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=67.8	68.0	𝅘𝅥	67.8	0.0	
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	172		ih-		sei-							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	173		-res		-ne							
9	9	34	34	0.0	1/2	1/2	Tempo	4/4	1	1	0									𝅘𝅥=67.5	68.0	𝅘𝅥	67.5	0.0	
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	174		Her-		Lie-							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	175		-zens		-be							
9	9	32	32	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	176											
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	177											
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	178											
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	179											
9	9	32	32	0.0	0	0	StaffText	4/4	2	1	0								* (Str. 1 u 9. In der B. A. nur die 9. Str.)						
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	180											
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	181											
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	182											
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	183											
9	9	32	32	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	184											
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	185											
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	186											
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	187											
9	9	34	34	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	188											
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	189											
9	9	35	35	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	190											
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	191											
9	9	32	32	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	192											
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	193											
9	9	33	33	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	194											
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	195											
9	9	34	34	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	196											
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	197											
9	9	35	35	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	198											
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	199											
10	10	36	36	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=67	67.0	𝅘𝅥	67.0	0.0	
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	200		sü-		macht							
10	10	37	37	0.0	1/4	1/4	Tempo	4/4	1	1	0									𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	201		-sse		zur							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	202											
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	203		Wei-		Freu-							
10	10	39	39	0.0	3/4	3/4	Tempo	4/4	1	1	0									𝅘𝅥=63	63.0	𝅘𝅥	63.0	0.0	
10	10	36	36	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	204											
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	205											
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	206											
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	207											
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	208											5
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	209											5
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	210											5
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	211											
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	212											
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	213											
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	214											
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	215											
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	216											6
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	217											
10	10	36	36	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	218											
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	219											
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	220											
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	221											
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	222											
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	3	1/4	1/4	1	223											
10	10	39	39	0.0	3/4	3/4	StaffText	4/4	2	3	0								Cont.						
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	3	1/4	1/4	1	224											
10	10	36	36	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	225											
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	226											
10	10	37	37	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	227											
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	228											
10	10	38	38	1.0	1/2	1/2	Chord	4/4	3	3	1/4	1/4	1	229											
10	10	39	39	0.0	3/4	3/4	StaffText	4/4	3	3	0								Cont.						
10	10	39	39	1.0	3/4	3/4	Chord	4/4	3	3	1/4	1/4	1	230											
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	231		de,		den							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	232		Le-		auch							
11	11	43	43	0.0	3/4	3/4	Tempo	4/4	1	1	0									𝅘𝅥=62	62.0	𝅘𝅥	62.0	0.0	
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	233		-ben		das							
11	11	40	40	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	234											
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	235											
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	236											
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	237											
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	238											
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	239											
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	240											
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	241											
11	11	40	40	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	242											
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	243											
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	244											
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	245											
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	246											
11	11	40	40	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	247											
11	11	42	42	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	248											
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	249											
11	11	43	43	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	250											
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	251											
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	252		Schatz		bitt'-							
12	12	45	45	0.0	1/4	1/4	Tempo	4/4	1	1	0									𝅘𝅥=61	61.0	𝅘𝅥	61.0	0.0	
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	253		und		-re							
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	254											
12	12	46	46	0.0	1/2	1/2	Tempo	4/4	1	1	0									𝅘𝅥=58	58.0	𝅘𝅥	58.0	0.0	
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	255		Freu-		Lei-							
12	12	47	47	0.0	3/4	3/4	Tempo	4/4	1	1	0									𝅘𝅥=54	54.0	𝅘𝅥	54.0	0.0	
12	12	95/2	95/2	0.0	7/8	7/8	Tempo	4/4	1	1	0									𝅘𝅥=48	48.0	𝅘𝅥	48.0	0.0	
12	12	44	44	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	256											
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	257											
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	258											
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	259											7
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	260											7
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	261											7
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	262											
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	263											
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	264											
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	265											
12	12	46	46	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	266											8
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	267											8
12	12	47	47	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	268											8
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	269											
