mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	43								
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	44								1
3	2	5	5	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	45								
3	2	6	6	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	46								
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	47								
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	48								
3	2	8	8	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	49								2
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	50								2
3	2	5	5	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	51								
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	52								
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	53								
3	2	8	8	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	54								3
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	55								3
3	2	5	5	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	56								
3	2	6	6	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	57								
3	2	7	7	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	58								
3	2	8	8	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	59								4
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	60								4
4	3	9	9	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	61								0
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	62								
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	63	die							
4	3	11	11	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	64	Hei-							5
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	65								5
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	66								
4	3	9	9	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	67								1
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	68								
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	69								
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	70								6
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	71								
4	3	9	9	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	72								
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	73								
4	3	11	11	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	74								7
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	75								7
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	76								
4	3	9	9	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	77								
4	3	10	10	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	78								
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	79								
4	3	11	11	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	80								
4	3	9	9	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	81								
4	3	10	10	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	82								
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	83								
4	3	11	11	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	84								
5	4	13	13	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	85	-den,							
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	86	zu er-							
5	4	13	13	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	87								
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	88								
5	4	13	13	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	89								
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	90								
5	4	13	13	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	91								
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	92								
5	4	13	13	3.0	0	0	Chord	4/4	3	2	3/4	1/2	3/2	93								
5	4	16	16	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	94								
6	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	95	-leuch-							
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	96	-ten							
6	5	19	19	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=60.6	61.0	𝅘𝅥	60.6	0.0	
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	97	die,							
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	98	dich							
6	5	17	17	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	99								
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	100								
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	101								
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	102								
6	5	20	20	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	103								
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	104								
6	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	105								
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	106								
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	107								
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	108								
6	5	17	17	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	109								
6	5	18	18	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	110								
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	111								
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	112								
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	113								
6	5	17	17	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	114								
6	5	18	18	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	115								
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	116								
6	5	19	19	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	117								
6	5	20	20	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	118								
7	6	21	21	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	119	ken-							8
7	6	22	22	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=59	59.0	𝅘𝅥	59.0	0.0	8
7	6	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	120								8
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	121								
7	6	24	24	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=56	56.0	𝅘𝅥	56.0	0.0	
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	122	-nen							
7	6	21	21	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	123								
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	124								
7	6	21	21	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	125								9
7	6	22	22	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	126								9
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	127								
7	6	24	24	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	128								
7	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	129								
7	6	21	21	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	130								10
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	131								10
7	6	22	22	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	132								10
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	133								
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	134								
7	6	21	21	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	135								11
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	136								11
7	6	22	22	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	137								11
7	6	23	23	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	138								
7	6	24	24	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	139								
8	7	25	25	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	140	nicht,							
8	7	27	27	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=57.2	57.0	𝅘𝅥	57.2	0.0	
8	7	27	27	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	141	und							
8	7	57/2	57/2	0.0	7/8	7/8	Tempo	4/4	1	1	0						𝅘𝅥=56	56.0	𝅘𝅥	56.0	0.0	
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	142	zu							
8	7	25	25	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	143								
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	144								
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	145								
8	7	25	25	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	146								
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	147								
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	148								
8	7	25	25	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	149								
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	150								
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	151								
8	7	25	25	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	152								
8	7	27	27	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	153								
8	7	28	28	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	154								
9	8	29	29	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	155	wei-							12
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	156								12
9	8	30	30	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=54.4	54.0	𝅘𝅥	54.4	0.0	
9	8	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	157								
9	8	31	31	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	158	-den.							
9	8	29	29	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	159								13
9	8	30	30	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	160								
9	8	31	31	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	161								
9	8	29	29	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	162								14
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	163								
9	8	31	31	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	164								
9	8	29	29	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	165								15
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	166								15
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	167								
9	8	31	31	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	168								
9	8	29	29	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	169								16
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	170								16
9	8	30	30	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	171								
9	8	31	31	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	172								
10	9	33	33	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=58	58.0	𝅘𝅥	58.0	0.0	
10	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	173	Er							
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	174	ist							
10	9	35	35	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=57	57.0	𝅘𝅥	57.0	0.0	
10	9	35	35	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	175	dein's							
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	176	Volks							
10	9	33	33	0.0	0	0	StaffText	4/4	1	2	0					Alto:						
10	9	33	33	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	177								
10	9	34	34	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	178								
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	179								
10	9	35	35	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	180								
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	181								
10	9	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	182								
10	9	34	34	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	183								
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	184								
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	185								
10	9	36	36	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	186								
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	187								
10	9	33	33	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	188								
10	9	34	34	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	189								
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	190								
10	9	36	36	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	191								
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	192								
10	9	33	33	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	193								
10	9	34	34	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	194								
10	9	35	35	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	195								
10	9	36	36	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	196								
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	197								
11	10	37	37	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	198	I-							
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	199								
11	10	38	38	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	200	-sra-							
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	201	-el							
11	10	40	40	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=57.5	57.0	𝅘𝅥	57.5	0.0	
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	202	der							
11	10	37	37	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	203								17
11	10	75/2	75/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	204								
11	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	205								
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	206								
11	10	40	40	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	207								
11	10	81/2	81/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	208								
11	10	37	37	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	209								
11	10	38	38	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	210								
11	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	211								
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	212								
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	213								
11	10	37	37	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	214								
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	215								
11	10	38	38	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	216								
11	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	217								
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	218								
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	219								
11	10	37	37	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	220								
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	221								
11	10	38	38	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	222								
11	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	223								
11	10	39	39	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	224								
11	10	40	40	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	225								
12	11	41	41	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	226	Preis,							
12	11	42	42	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	227	Ehr'							
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	228								
12	11	43	43	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=57	57.0	𝅘𝅥	57.0	0.0	
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	229	Freud'							
12	11	44	44	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	230	und							
12	11	41	41	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	231								
12	11	42	42	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	232								
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	233								
12	11	44	44	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	234								
12	11	41	41	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	235								
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	236								
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	237								
12	11	43	43	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	238								
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	239								
12	11	44	44	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	240								
12	11	41	41	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	241								
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	242								
12	11	43	43	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	243								
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	244								
12	11	44	44	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	245								
12	11	41	41	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	246								
12	11	42	42	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	247								
12	11	43	43	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	248								
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	249								
12	11	44	44	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	250								
13	12	45	45	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=55	55.0	𝅘𝅥	55.0	0.0	
13	12	45	45	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	251	Won-							18
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	252								18
13	12	46	46	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=48	48.0	𝅘𝅥	48.0	0.0	
13	12	46	46	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	253								
13	12	47	47	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	254	-ne.							
13	12	45	45	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	255								19
13	12	91/2	91/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	256								19
13	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	257								
13	12	47	47	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	258								
13	12	45	45	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	259								20
13	12	46	46	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	260								20
13	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	261								
13	12	47	47	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	262								
13	12	45	45	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	263								21
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	264								21
13	12	46	46	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	265								
13	12	47	47	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	266								
13	12	45	45	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	267								22
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	268								22
13	12	46	46	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	269								
13	12	47	47	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	270								
