mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
6	5	17	17	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	101								
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	102								
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	103								
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	104								
6	5	17	17	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	105								
6	5	18	18	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	106								
6	5	19	19	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	107								
6	5	20	20	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	108								
7	6	21	21	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	109	-fehl							
7	6	24	24	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=79	79.0	𝅘𝅥	79.0	0.0	
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	110	in							
7	6	21	21	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	111								
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	112								
7	6	21	21	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	113								
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	114								
7	6	21	21	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	115								
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	116								
7	6	21	21	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	117								
7	6	24	24	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	118								
8	7	25	25	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
8	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	119	mei-							
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	120	-nem							
8	7	27	27	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	121	Stan-							
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	122	-de							
8	7	25	25	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	123								
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	124								
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	125								
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	126								
8	7	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	127								
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	128								
8	7	27	27	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	129								
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	130								
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	131								
8	7	25	25	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	132								
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	133								
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	134								
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	135								
8	7	25	25	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	136								
8	7	26	26	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	137								
8	7	27	27	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	138								
8	7	28	28	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	139								
9	8	29	29	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	140	füh-							5
9	8	30	30	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	141								5
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	142								
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	143	-ret.							
9	8	32	32	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	144	Gieb,							
9	8	29	29	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	145								
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	146								
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	147								
9	8	29	29	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	148								6
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	149								
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	150								
9	8	32	32	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	151								
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	152								
9	8	29	29	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	153								
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	154								
9	8	32	32	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	155								
9	8	29	29	1.0	0	0	Chord	4/4	2	3	1/4	1/4	1	156								7
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	3	1/4	1/4	1	157								
9	8	31	31	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	158								
9	8	32	32	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	159								
9	8	29	29	1.0	0	0	Chord	4/4	3	3	1/4	1/4	1	160								8
9	8	30	30	1.0	1/4	1/4	Chord	4/4	3	3	1/4	1/4	1	161								
10	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	162	dass							
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	163	ich's							
10	9	35	35	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	164	thu-							
10	9	36	36	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	165	-e							
10	9	33	33	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	166								
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	167								
10	9	35	35	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	168								
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	169								
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	170								
10	9	33	33	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	171								
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	172								
10	9	34	34	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	173								
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	174								
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	175								
10	9	36	36	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	176								
10	9	33	33	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	177								
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	178								
10	9	34	34	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	179								
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	180								
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	181								
10	9	36	36	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	182								
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	183								
10	9	33	33	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	184								
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	185								
10	9	34	34	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	186								
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	187								
10	9	35	35	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	188								
10	9	36	36	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	189								
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	190								
11	10	37	37	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
11	10	37	37	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	191	bald,							
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	192	zu							
11	10	37	37	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	193								
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	194								
11	10	37	37	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	195								
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	196								
11	10	37	37	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	197								
11	10	40	40	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	198								
11	10	81/2	81/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	199								
11	10	37	37	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	200								
11	10	40	40	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	201								
11	10	81/2	81/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	202								
12	11	41	41	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	203	der							
12	11	42	42	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	204	Zeit,							
12	11	43	43	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	205	da							
12	11	44	44	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
12	11	44	44	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	206	ich							
12	11	41	41	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	207								
12	11	42	42	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	208								
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	209								
12	11	44	44	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	210								
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	211								
12	11	41	41	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	212								
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	213								
12	11	43	43	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	214								
12	11	44	44	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	215								
12	11	41	41	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	216								
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	217								
12	11	43	43	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	218								
12	11	44	44	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	219								
12	11	41	41	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	220								
12	11	42	42	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	221								
12	11	43	43	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	222								
12	11	44	44	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	223								
13	12	45	45	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	224	soll;							
13	12	48	48	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	225	und							
13	12	45	45	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	226								
13	12	48	48	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	227								
13	12	45	45	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	228								
13	12	48	48	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	229								
13	12	45	45	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	230								
13	12	48	48	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	231								
13	12	45	45	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	232								
13	12	48	48	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	233								
14	13	49	49	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	234	wenn							
14	13	50	50	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	235	ich's							
14	13	51	51	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	236	thu,							
14	13	52	52	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
14	13	52	52	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	237	su							
14	13	49	49	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	238								
14	13	50	50	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	239								
14	13	51	51	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	240								
14	13	103/2	103/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	241								
14	13	52	52	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	242								
14	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	243								
14	13	49	49	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	244								
14	13	50	50	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	245								
14	13	51	51	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	246								
14	13	52	52	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	247								
14	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	248								
14	13	49	49	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	249								
14	13	50	50	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	250								
14	13	51	51	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	251								
14	13	52	52	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	252								
14	13	49	49	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	253								
14	13	50	50	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	254								
14	13	51	51	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	255								
14	13	52	52	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	256								
15	14	53	53	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
15	14	53	53	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	257	gieb,							
15	14	56	56	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	258	dass							
15	14	53	53	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	259								
15	14	56	56	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	260								
15	14	53	53	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	261								
15	14	56	56	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	262								9
15	14	113/2	113/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	263								9
15	14	227/4	227/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	264								
15	14	53	53	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	265								
15	14	56	56	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	266								
15	14	53	53	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	267								
15	14	56	56	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	268								
16	15	57	57	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	269	es							
16	15	58	58	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
16	15	58	58	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	270	ge-							
16	15	117/2	117/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	271								
16	15	59	59	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0	
16	15	59	59	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	272	-ra-							
16	15	60	60	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=63.2	63.0	𝅘𝅥	63.2	0.0	
16	15	60	60	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	273	-the							
16	15	121/2	121/2	0.0	7/8	7/8	Tempo	4/4	1	1	0						𝅘𝅥=59	59.0	𝅘𝅥	59.0	0.0	
16	15	57	57	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	274								
