mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	1	2	2	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	23							
1	1	3	3	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	24							
1	1	1	1	1.0	1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	25							
1	1	2	2	0.5	1/2	1/2	Chord	4/4	6	2	1/8	1/8	1	26							
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	6	2	1/8	1/8	1	27							
1	1	3	3	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	28							
1	1	1	1	1.0	1/4	1/4	Chord	4/4	7	2	1/4	1/4	1	29							
1	1	2	2	0.5	1/2	1/2	Chord	4/4	7	2	1/8	1/8	1	30							
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	7	2	1/8	1/8	1	31							
1	1	3	3	1.0	3/4	3/4	Chord	4/4	7	2	1/4	1/4	1	32							
1	1	1	1	1.0	1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	33							
1	1	2	2	0.5	1/2	1/2	Chord	4/4	8	2	1/8	1/8	1	34							
1	1	5/2	5/2	0.5	5/8	5/8	Chord	4/4	8	2	1/8	1/8	1	35							
1	1	3	3	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	36							
2	2	4	4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	37							
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	38							
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	39							
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	40							
2	2	4	4	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	41							
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	42							
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	43							
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	44							
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	45							
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	46							
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	47							
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	48							
2	2	4	4	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	49	lo-						
2	2	5	5	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	50	-ben						
2	2	6	6	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	51	al-						
2	2	7	7	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	52	-le						
2	2	4	4	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	53							
2	2	5	5	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	54							
2	2	6	6	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	55							
2	2	7	7	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	56							
2	2	4	4	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	57							
2	2	5	5	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	58							
2	2	6	6	1.5	1/2	1/2	Chord	4/4	4	1	3/8	1/4	3/2	59							
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	60							
2	2	4	4	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	61							
2	2	5	5	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	62							
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	63							
2	2	6	6	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	64							
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	65							
2	2	7	7	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	66							
2	2	4	4	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	67							
2	2	5	5	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	68							
2	2	6	6	1.5	1/2	1/2	Chord	4/4	5	1	3/8	1/4	3/2	69							
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8	1/8	1	70							
2	2	4	4	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	71							
2	2	5	5	0.5	1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	72							
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	73							
2	2	6	6	0.5	1/2	1/2	Chord	4/4	6	2	1/8	1/8	1	74							
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	6	2	1/8	1/8	1	75							
2	2	7	7	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	76							
2	2	4	4	1.0	0	0	Chord	4/4	7	2	1/4	1/4	1	77							
2	2	5	5	0.5	1/4	1/4	Chord	4/4	7	2	1/8	1/8	1	78							
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	7	2	1/8	1/8	1	79							
2	2	6	6	0.5	1/2	1/2	Chord	4/4	7	2	1/8	1/8	1	80							
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	7	2	1/8	1/8	1	81							
2	2	7	7	1.0	3/4	3/4	Chord	4/4	7	2	1/4	1/4	1	82							
2	2	4	4	1.0	0	0	Chord	4/4	8	2	1/4	1/4	1	83							
2	2	5	5	0.5	1/4	1/4	Chord	4/4	8	2	1/8	1/8	1	84							
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	85							
2	2	6	6	0.5	1/2	1/2	Chord	4/4	8	2	1/8	1/8	1	86							
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	8	2	1/8	1/8	1	87							
2	2	7	7	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	88							
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	89							
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	90							
3	3	8	8	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	91							
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	92							
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	93							
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	94							
3	3	8	8	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	95	wir						
3	3	11	11	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	96	und						
3	3	8	8	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	97							
3	3	11	11	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	98							
3	3	8	8	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	99							
3	3	11	11	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	100							
3	3	8	8	2.0	0	0	Chord	4/4	4	2	1/2	1/2	1	101							
3	3	11	11	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	102							
3	3	8	8	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	103							
3	3	11	11	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	104							
3	3	8	8	2.0	0	0	Chord	4/4	6	2	1/2	1/2	1	105							
3	3	11	11	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	106							
3	3	8	8	2.0	0	0	Chord	4/4	7	2	1/2	1/2	1	107							
3	3	11	11	1.0	3/4	3/4	Chord	4/4	7	2	1/4	1/4	1	108							
3	3	8	8	2.0	0	0	Chord	4/4	8	2	1/2	1/2	1	109							
3	3	11	11	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	110							
4	4	12	12	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	111							
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	112							
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	113							
4	4	15	15	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	114							
4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	115							
4	4	12	12	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	116							
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	117							
4	4	14	14	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	118							
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	119							
4	4	12	12	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	120							
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	121							
4	4	14	14	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	122							
4	4	15	15	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	123							
4	4	12	12	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	124	sol-						
4	4	13	13	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	125	-len						
4	4	14	14	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	126	bil-						
4	4	15	15	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	127	-lig						
4	4	12	12	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	128							
4	4	13	13	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	129							
4	4	14	14	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	130							
4	4	15	15	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	131							
4	4	12	12	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	132							
4	4	13	13	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	133							
4	4	14	14	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	134							
4	4	15	15	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	135							
4	4	12	12	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	136							
4	4	13	13	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	137							
4	4	14	14	0.5	1/2	1/2	Chord	4/4	4	2	1/8	1/8	1	138							
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	4	2	1/8	1/8	1	139							
4	4	15	15	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	140							
4	4	12	12	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	141							
4	4	13	13	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	142							
4	4	14	14	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	143							
4	4	15	15	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	144							
4	4	12	12	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	145							
4	4	13	13	1.0	1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	146							
4	4	14	14	0.5	1/2	1/2	Chord	4/4	6	2	1/8	1/8	1	147							
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	6	2	1/8	1/8	1	148							
4	4	15	15	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	149							
4	4	12	12	1.0	0	0	Chord	4/4	7	2	1/4	1/4	1	150							
4	4	13	13	1.0	1/4	1/4	Chord	4/4	7	2	1/4	1/4	1	151							
4	4	14	14	0.5	1/2	1/2	Chord	4/4	7	2	1/8	1/8	1	152							
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	7	2	1/8	1/8	1	153							
4	4	15	15	1.0	3/4	3/4	Chord	4/4	7	2	1/4	1/4	1	154							
4	4	12	12	1.0	0	0	Chord	4/4	8	2	1/4	1/4	1	155							
4	4	13	13	1.0	1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	156							
4	4	14	14	0.5	1/2	1/2	Chord	4/4	8	2	1/8	1/8	1	157							
4	4	29/2	29/2	0.5	5/8	5/8	Chord	4/4	8	2	1/8	1/8	1	158							
4	4	15	15	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	159							
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	160							
5	5	17	17	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	161							
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	162							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	163							
5	5	16	16	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	164							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	165							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	166							
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	167							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	168							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	169							
5	5	16	16	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	170	dan-						
5	5	17	17	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	171	-ken						
5	5	18	18	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	172	dir						
5	5	16	16	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	173							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	174							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	3	2	1/2	1/2	1	175							
5	5	16	16	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	176							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	177							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	178							
5	5	16	16	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	179							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	180							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	4	2	1/2	1/2	1	181							
5	5	16	16	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	182							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	183							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	184							
5	5	16	16	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	185							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	186							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	6	2	1/2	1/2	1	187							
5	5	16	16	1.0	0	0	Chord	4/4	7	2	1/4	1/4	1	188							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	7	2	1/4	1/4	1	189							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	7	2	1/2	1/2	1	190							
5	5	16	16	1.0	0	0	Chord	4/4	8	2	1/4	1/4	1	191							
5	5	17	17	1.0	1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	192							
5	5	18	18	2.0	1/2	1/2	Chord	4/4	8	2	1/2	1/2	1	193							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	194							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	195							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	196							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	197							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	198							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	199							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	200							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	201							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	202							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	203	für						
6	6	22	22	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	204	dein						
6	6	23	23	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	205	Ge-						
6	6	21	21	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	206							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	207							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	208							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	209							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	210							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	211							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	4	2	1/4	1/4	1	212							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	213							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	214							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	215							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	216							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	217							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	6	2	1/4	1/4	1	218							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	219							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	220							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	7	2	1/4	1/4	1	221							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	7	2	1/4	1/4	1	222							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	7	2	1/4	1/4	1	223							
6	6	21	21	1.0	1/4	1/4	Chord	4/4	8	2	1/4	1/4	1	224							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	225							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	226							
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	227							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	228							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	229							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	230							
7	7	24	24	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	231							
7	7	25	25	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	232							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	233							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	234							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	235							
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	236							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	237							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	238							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	239							
7	7	24	24	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	240	-schöpf						
7	7	25	25	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	241	der						
7	7	26	26	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	242	En-						
7	7	27	27	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	243	-gel						
7	7	24	24	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	244							
7	7	25	25	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	245							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	246							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	247							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	248							
7	7	24	24	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	249							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	250							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	251							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	252							
7	7	24	24	1.0	0	0	Chord	4/4	4	2	1/4	1/4	1	253							
7	7	25	25	0.5	1/4	1/4	Chord	4/4	4	2	1/8	1/8	1	254							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	4	2	1/8	1/8	1	255							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	4	2	1/4	1/4	1	256							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	257							
7	7	24	24	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	258							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	259							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	260							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	261							
7	7	24	24	1.0	0	0	Chord	4/4	6	2	1/4	1/4	1	262							
7	7	25	25	0.5	1/4	1/4	Chord	4/4	6	2	1/8	1/8	1	263							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	6	2	1/8	1/8	1	264							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	6	2	1/4	1/4	1	265							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	266							
7	7	24	24	1.0	0	0	Chord	4/4	7	2	1/4	1/4	1	267							
7	7	25	25	0.5	1/4	1/4	Chord	4/4	7	2	1/8	1/8	1	268							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	7	2	1/8	1/8	1	269							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	7	2	1/4	1/4	1	270							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	7	2	1/4	1/4	1	271							
7	7	24	24	1.0	0	0	Chord	4/4	8	2	1/4	1/4	1	272							
7	7	25	25	0.5	1/4	1/4	Chord	4/4	8	2	1/8	1/8	1	273							
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	8	2	1/8	1/8	1	274							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	8	2	1/4	1/4	1	275							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	276							
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	277							
8	8	31	31	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	278							
8	8	28	28	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	279							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	280							
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	281							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	282							
8	8	28	28	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	283	schon,						
8	8	31	31	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	284	die						
8	8	28	28	2.0	0	0	Chord	4/4	3	2	1/2	1/2	1	285							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	286							
8	8	28	28	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	287							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	288							
8	8	28	28	2.0	0	0	Chord	4/4	4	2	1/2	1/2	1	289							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	4	2	1/4	1/4	1	290							
8	8	28	28	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	291							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	292							
8	8	28	28	2.0	0	0	Chord	4/4	6	2	1/2	1/2	1	293							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	6	2	1/4	1/4	1	294							
8	8	28	28	2.0	0	0	Chord	4/4	7	2	1/2	1/2	1	295							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	7	2	1/4	1/4	1	296							
8	8	28	28	2.0	0	0	Chord	4/4	8	2	1/2	1/2	1	297							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	8	2	1/4	1/4	1	298							
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	299							
9	9	33	33	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	300							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	301							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	302							
