mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	3	8	8	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	19	See-	Her-	See-	Her-							
3	3	6	6	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	20											
3	3	7	7	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	21											
3	3	8	8	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	22											
3	3	6	6	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	23											
3	3	7	7	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	24											
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	25											
3	3	6	6	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	26											
3	3	7	7	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	27											
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	28											
4	4	9	9	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	29	-le,	-re	-le,	-re,							
4	4	9	9	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	30											
4	4	9	9	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	31											
4	4	9	9	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	32											
5	5	12	12	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	33	und	ruft	und	ruft							
5	5	14	14	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	34	ver-	aus	ver-	aus							
5	5	12	12	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	35											
5	5	14	14	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	36											
5	5	12	12	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	37											
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	38											
5	5	12	12	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	39											
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	40											
6	6	15	15	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	41	-giss	die-	-giss	die-							
6	6	17	17	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	42	all	-sem	all'	-sem							
6	6	15	15	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	43											
6	6	17	17	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	44											
6	6	15	15	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	45											
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	46											
6	6	15	15	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	47											1
6	6	16	16	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	48											
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	49											
7	7	18	18	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	50	Noth	Jam-	Noth	Jam-							
7	7	19	19	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	51	und	-mer-	und	-mer-							
7	7	18	18	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	52											
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	53											
7	7	18	18	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	54											2
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	55											
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	56											
7	7	18	18	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	57											3
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	58											
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	59											
8	8	21	21	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	60	Qual	-thal.	Qual,	-thal.							
8	8	21	21	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	61											
8	8	21	21	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	62											
8	8	21	21	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	63											
9	9	24	24	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	64	Aus	Sei-									
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	65	Trüb-	-ne									
9	9	24	24	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	66											
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	67											
9	9	24	24	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	68											
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	69											
9	9	24	24	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	70											4
9	9	25	25	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	71											
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	72											
10	10	27	27	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	73	-sal	Freud'									
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	74	und	und									
10	10	27	27	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	75											5
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	76											
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	77											
10	10	27	27	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	78											
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	79											
10	10	27	27	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	80											6
10	10	28	28	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	81											
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	82											
11	11	30	30	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	83	gro-	Herr-									
11	11	31	31	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	84	-ssem	-lich-									
11	11	30	30	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	85											
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	86											
11	11	30	30	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	87											
11	11	31	31	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	88											
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	89											
11	11	30	30	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	90											7
11	11	31	31	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	91											
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	92											
12	12	33	33	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	93	Leid	-keit									
12	12	33	33	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	94											
12	12	33	33	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	95											
12	12	33	33	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	96											
13	13	36	36	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥=92	92.0	𝅘𝅥	92.0	0.0	
13	13	36	36	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	97	sollst	sollst									
13	13	38	38	0.0	1/2	1/2	Tempo	3/4	1	1	0									𝅘𝅥=88	88.0	𝅘𝅥	88.0	0.0	
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	98	du	du									
13	13	36	36	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	99											
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	100											
13	13	36	36	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	101											8
13	13	37	37	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	102											
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	103											
13	13	36	36	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	104											9
13	13	37	37	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	105											
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	106											
14	14	39	39	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	107	fah-	sehn									
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	108	-ren	in									
14	14	39	39	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	109											
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	110											
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	111											10
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	112											
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	113											
14	14	39	39	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	114											11
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	115											
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	116											
15	15	42	42	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥=87	87.0	𝅘𝅥	87.0	0.0	
15	15	42	42	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	117	in	E-									
15	15	43	43	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	118	die	-wig-									
15	15	42	42	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	119											
15	15	43	43	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	120											
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	121											
15	15	43	43	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	122											
15	15	42	42	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	123											12
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	124											12
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	125											
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	126											
16	16	45	45	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	127	Freud,	-keit,									
16	16	45	45	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	128											
16	16	45	45	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	129											
16	16	45	45	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	130											
17	17	48	48	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥=88.7	89.0	𝅘𝅥	88.7	0.0	
17	17	48	48	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	131	die	mit									13
17	17	49	49	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	132											
17	17	50	50	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	133	kein	den									
17	17	48	48	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	134											
17	17	50	50	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	135											
17	17	48	48	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	136											
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	137											
17	17	48	48	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	138											
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	139											
18	18	51	51	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	140	Ohr	En-									
18	18	53	53	0.0	1/2	1/2	Tempo	3/4	1	1	0									𝅘𝅥=89	89.0	𝅘𝅥	89.0	0.0	
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	141	je	-geln									
18	18	51	51	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	142											
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	143											
18	18	51	51	0.0	0	0	StaffText	3/4	2	1	0								*(In der B.A. nur die 10. Str.)						
18	18	51	51	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	144											14
18	18	52	52	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	145											
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	146											
18	18	51	51	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	147											
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	148											
19	19	54	54	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	149	hat	ju-									
19	19	56	56	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	150	ge-	-bi-									
19	19	54	54	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	151											
19	19	56	56	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	152											
19	19	54	54	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	153											
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	154											
19	19	54	54	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	155											15
19	19	55	55	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	156											
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	157											
20	20	57	57	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥=87	87.0	𝅘𝅥	87.0	0.0	
20	20	57	57	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	158	-hö-	-lie-									
20	20	59	59	0.0	1/2	1/2	Tempo	3/4	1	1	0									𝅘𝅥=86	86.0	𝅘𝅥	86.0	0.0	
20	20	57	57	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	159											16
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	160											16
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	161											16
20	20	59	59	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	162											
20	20	57	57	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	163											17
20	20	58	58	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	164											17
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	165											
20	20	57	57	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	166											
21	21	60	60	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	167	-ret	-ren,									
21	21	60	60	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	168											
21	21	60	60	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	169											
21	21	60	60	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	170											
22	22	63	63	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥=86.7	87.0	𝅘𝅥	86.7	0.0	
22	22	63	63	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	171	und	in									
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	172											
22	22	65	65	0.0	1/2	1/2	Tempo	3/4	1	1	0									𝅘𝅥=86	86.0	𝅘𝅥	86.0	0.0	
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	173	in	E-									
22	22	63	63	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	174											18
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	175											
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	176											
22	22	63	63	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	177											
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	178											
22	22	63	63	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	179											
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	180											
23	23	66	66	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	181	E-	-wig-									
23	23	68	68	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	182	-wig-	-keit									
23	23	66	66	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	183											19
23	23	67	67	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	184											
23	23	68	68	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	185											
23	23	66	66	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	186											
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	187											
23	23	66	66	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	188											
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	189											
24	24	69	69	0.0	0	0	Tempo	3/4	1	1	0									𝅘𝅥=83	83.0	𝅘𝅥	83.0	0.0	
24	24	69	69	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	190	-keit	tri-									
24	24	70	70	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	191	auch	-um-									
24	24	69	69	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	192											
24	24	70	70	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	193											
24	24	69	69	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	194											
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	195											
24	24	69	69	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	196											20
24	24	70	70	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	197											
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	198											
25	25	72	72	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	199	wäh-	-phie-									
25	25	73	73	0.0	1/4	1/4	Tempo	3/4	1	1	0									𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
25	25	72	72	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	200											21
25	25	73	73	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	201											21
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	202											21
25	25	74	74	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	203											
25	25	72	72	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	204											22
25	25	73	73	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	205											22
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	206											
25	25	72	72	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	207											
26	26	75	75	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	208	-ret.	-ren.									
26	26	75	75	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	209											
26	26	75	75	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	210											
26	26	75	75	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	211											
