mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible
3	2	6	6	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	29	ent-					
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	30	-behr'n,					
3	2	8	8	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0
3	2	8	8	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	31	du					
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	32						
3	2	5	5	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	33						
3	2	6	6	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	34						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	35						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	36						
3	2	5	5	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	37						
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	38						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	39						
3	2	8	8	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	40						
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	41						
3	2	5	5	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	42						
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	43						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	44						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	45						
4	3	9	9	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0
4	3	9	9	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	46	wollst					
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	47	mir					
4	3	11	11	0.0	1/2	1/2	Tempo	4/4	1	1	0					𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	48	nur					
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	49	das					
4	3	9	9	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	50						
4	3	10	10	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	51						
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	52						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	53						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	54						
4	3	9	9	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	55						
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	56						
4	3	10	10	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	57						
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	58						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	59						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	60						
4	3	9	9	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	61						
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	62						
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	63						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	64						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	65						
5	4	13	13	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0
5	4	13	13	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	66	Ew'-					
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	67	-ge					
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	68	ge-					
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	69	-währ'n,					
5	4	16	16	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=74.7	75.0	𝅘𝅥	74.7	0.0
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	70	das					
5	4	13	13	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	71						
5	4	14	14	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	72						
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	73						
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	74						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	75						
5	4	13	13	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	76						
5	4	14	14	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	77						
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	78						
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	79						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	80						
5	4	13	13	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	81						
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	82						
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	83						
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	84						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	85						
6	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	86	du					
6	5	18	18	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=73.2	73.0	𝅘𝅥	73.2	0.0
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	87	er-					
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	88	-wor-					
6	5	20	20	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	89	-ben					
6	5	17	17	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	90						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	91						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	92						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	93						
6	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	94						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	95						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	96						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	97						
6	5	17	17	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	98						
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	99						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	100						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	101						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	102						
7	6	21	21	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	103	hast					
7	6	24	24	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=73.8	74.0	𝅘𝅥	73.8	0.0
7	6	24	24	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	104	durch					
7	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	105						
7	6	21	21	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	106						
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	107						
7	6	21	21	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	108						
7	6	24	24	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	109						
7	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	110						
7	6	21	21	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	111						
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	112						
8	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	113	dei-					
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	114	-nen					
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	115	her-					
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	116	-ben,					
8	7	25	25	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	117						
8	7	26	26	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	118						
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	119						
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	120						
8	7	28	28	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	121						
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	122						
8	7	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	123						
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	124						
8	7	27	27	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	125						
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	126						
8	7	28	28	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	127						
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	128						
8	7	25	25	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	129						
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	130						
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	131						
8	7	27	27	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	132						
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	133						
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	134						
9	8	29	29	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	135	bit-					
9	8	30	30	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0
9	8	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	136	-tern					
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	137	Tod.					
9	8	32	32	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=70.3	70.0	𝅘𝅥	70.3	0.0
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	138	Das					
9	8	29	29	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	139						
9	8	30	30	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	140						
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	141						
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	142						
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	143						
9	8	29	29	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	144						
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	145						
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	146						
9	8	32	32	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	147						
9	8	29	29	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	148						
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	149						
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	150						
9	8	32	32	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	151						
10	9	33	33	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0
10	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	152	bitt'					
10	9	34	34	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	153	ich					
10	9	35	35	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	154	dich,					
10	9	36	36	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	155	mein					
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	156						
10	9	33	33	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	157						
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	158						
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	159						
10	9	35	35	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	160						
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	161						
10	9	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	162						
10	9	34	34	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	163						
10	9	35	35	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	164						
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	165						
10	9	36	36	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	166						
10	9	33	33	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	167						
10	9	34	34	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	168						
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	169						
10	9	36	36	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	170						
11	10	37	37	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0
11	10	37	37	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	171	Herr					
11	10	38	38	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=60.5	60.0	𝅘𝅥	60.5	0.0
11	10	38	38	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	172	und					
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	173	Gott!					
11	10	37	37	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	174						
11	10	38	38	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	175						
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	176						
11	10	37	37	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	177						
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	178						
11	10	38	38	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	179						
11	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	180						
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	181						
11	10	37	37	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	182						
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	183						
11	10	38	38	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	184						
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	185						
