mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	23											
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	24											
2	2	4	4	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	25											1
2	2	9/2	9/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	26											1
2	2	5	5	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	27											1
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	28											
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	29											
2	2	4	4	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	30											
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	31											
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	32											
3	3	8	8	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	33	die	und	so	tau-							
3	3	9	9	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	34	in	mit	mich	-send							
3	3	10	10	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	35	ih-	Trost	Je-	Zu-							
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	36	-rer	er-	-su	-cker-							
3	3	8	8	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	37											
3	3	9	9	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	38											
3	3	10	10	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	39											
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	40											
3	3	11	11	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	41											
3	3	8	8	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	42											
3	3	9	9	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	43											
3	3	10	10	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	44											
3	3	21/2	21/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	45											
3	3	11	11	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	46											
3	3	8	8	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	47											
3	3	17/2	17/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	48											
3	3	9	9	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	49											
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	50											
3	3	10	10	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	51											
3	3	11	11	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	52											
3	3	23/2	23/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	53											
4	4	12	12	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	54	Höh-	-war-	lie-	-küs-							
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	55	-le,	-men,	-bet,	-se,							
4	4	12	12	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	56											2
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	57											
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	58											
4	4	12	12	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	59											3
4	4	25/2	25/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	60											3
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	61											3
4	4	13	13	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	62											3
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	63											
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	64											
4	4	12	12	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	65											
4	4	25/2	25/2	0.25	1/8	1/8	Chord	4/4	2	2	1/16	1/16	1	66											
4	4	51/4	51/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	67											
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	68											
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	69											
5	5	16	16	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	70	dich,	wenn	ist	drü-							
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	71											
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	72	o	sie	mir	-cket							
5	5	18	18	0.0	1/2	1/2	Tempo	4/4	1	1	0									𝅘𝅥=67	67.0	𝅘𝅥	67.0	0.0	
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	73	Je-	ist	al-	er							
5	5	19	19	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	74	-su	be-	-ler	an's							
5	5	16	16	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	75											
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	76											
5	5	18	18	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	77											
5	5	19	19	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	78											
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	79											
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	80											
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	81											
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	82											
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	83											
5	5	16	16	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	84											
5	5	33/2	33/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	85											
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	86											
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	87											
5	5	18	18	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	88											
5	5	37/2	37/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	89											
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	90											
6	6	20	20	4.0	0	0	Chord	4/4	1	1	1	1	1	91	liebt:	-trübt;	Schmerz	Herz.							
6	6	20	20	4.0	0	0	Chord	4/4	1	2	1	1	1	92											
6	6	20	20	4.0	0	0	Chord	4/4	2	1	1	1	1	93											
6	6	20	20	4.0	0	0	Chord	4/4	2	2	1	1	1	94											
7	7	24	24	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	95		du		Wenn							
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	96		bist		die							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	97		ihr		Pein							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	98		Licht,		sich							
7	7	24	24	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	99											
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	100											
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	101											
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	102											
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	103											
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	104											
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	105											
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	106											
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	107											
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	108											
7	7	24	24	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	109											
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	110											
7	7	25	25	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	111											
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	112											
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	113											
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	114											
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	115											
8	8	28	28	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	116		Heil		stel-							4
8	8	57/2	57/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	117											4
8	8	115/4	115/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	118											
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	119		und		-let							
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	120		Zier,		ein,							
8	8	28	28	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	121											
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	122											
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	123											
8	8	28	28	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	124											
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	125											
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	126											
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	127											
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	128											
8	8	28	28	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	129											
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	130											
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	131											
9	9	32	32	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=67.8	68.0	𝅘𝅥	67.8	0.0	
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	132		ih-		sei-							
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	133		-res		-ne							
9	9	34	34	0.0	1/2	1/2	Tempo	4/4	1	1	0									𝅘𝅥=67.5	68.0	𝅘𝅥	67.5	0.0	
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	134		Her-		Lie-							
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	135		-zens		-be							
9	9	32	32	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	136											
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	137											
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	138											
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	139											
9	9	32	32	0.0	0	0	StaffText	4/4	2	1	0								* (Str. 1 u 9. In der B. A. nur die 9. Str.)						
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	140											
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	141											
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	142											
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	143											
9	9	32	32	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	144											
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	145											
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	146											
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	147											
9	9	34	34	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	148											
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	149											
9	9	35	35	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	150											
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	151											
10	10	36	36	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=67	67.0	𝅘𝅥	67.0	0.0	
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	152		sü-		macht							
10	10	37	37	0.0	1/4	1/4	Tempo	4/4	1	1	0									𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	153		-sse		zur							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	154											
10	10	38	38	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	155		Wei-		Freu-							
10	10	39	39	0.0	3/4	3/4	Tempo	4/4	1	1	0									𝅘𝅥=63	63.0	𝅘𝅥	63.0	0.0	
10	10	36	36	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	156											
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	157											
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	158											
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	159											
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	160											5
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	161											5
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	162											5
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	163											
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	164											
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	165											
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	166											
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	167											
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	168											6
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	169											
10	10	36	36	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	170											
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	171											
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	172											
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	173											
10	10	38	38	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	174											
11	11	40	40	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	175		de,		den							
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	176		Le-		auch							
11	11	43	43	0.0	3/4	3/4	Tempo	4/4	1	1	0									𝅘𝅥=62	62.0	𝅘𝅥	62.0	0.0	
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	177		-ben		das							
11	11	40	40	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	178											
11	11	42	42	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	179											
11	11	43	43	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	180											
11	11	40	40	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	181											
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	182											
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	183											
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	184											
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	185											
11	11	40	40	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	186											
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	187											
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	188											
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	189											
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	190											
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	191		Schatz		bitt'-							
12	12	45	45	0.0	1/4	1/4	Tempo	4/4	1	1	0									𝅘𝅥=61	61.0	𝅘𝅥	61.0	0.0	
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	192		und		-re							
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	193											
12	12	46	46	0.0	1/2	1/2	Tempo	4/4	1	1	0									𝅘𝅥=58	58.0	𝅘𝅥	58.0	0.0	
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	194		Freu-		Lei-							
12	12	47	47	0.0	3/4	3/4	Tempo	4/4	1	1	0									𝅘𝅥=54	54.0	𝅘𝅥	54.0	0.0	
12	12	95/2	95/2	0.0	7/8	7/8	Tempo	4/4	1	1	0									𝅘𝅥=48	48.0	𝅘𝅥	48.0	0.0	
12	12	44	44	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	195											
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	196											
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	197											
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	198											7
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	199											7
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	200											7
12	12	47	47	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	201											
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	202											
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	203											
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	204											
12	12	46	46	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	205											8
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	206											8
12	12	47	47	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	207											8
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	208											
12	12	44	44	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	209											
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	210											
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	211											
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	212											9
12	12	47	47	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	213											
13	13	48	48	4.0	0	0	Chord	4/4	1	1	1	1	1	214		-de.		-den.							
13	13	48	48	4.0	0	0	Chord	4/4	1	2	1	1	1	215											
13	13	48	48	4.0	0	0	Chord	4/4	2	1	1	1	1	216											
13	13	48	48	4.0	0	0	Chord	4/4	2	2	1	1	1	217											
