mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	lyrics_5	lyrics_6	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	2	6	6	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
3	2	6	6	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	22	ver-	ge	ge-	ge-	die	-wigs						
3	2	7	7	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=71.85	72.0	𝅘𝅥	71.85	0.0	
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	23	derbt	erbt,	-schenkt,	-henkt,	Pfort,	Wort,						
3	2	8	8	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	24	mensch-	dass	da	ge-	Die	den						
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	25												
3	2	5	5	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	26												
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	27												
3	2	6	6	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	28												
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	29												
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	30												
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	31												
3	2	5	5	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	32												
3	2	6	6	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	33												
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	34												
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	35												
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	36												
3	2	5	5	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	37												
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	38												
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	39												
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	40												
4	3	9	9	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
4	3	9	9	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	41	-lich'	wir	wir	-töt,	Wahr-	er						
4	3	10	10	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	42	Na-	nicht	sein	gen	-heit	uns						
4	3	11	11	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	43	-tur	konnt' n	Feind	Him-	und	hat						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	44	und	ge-	noch	-mel	das	ge-						
4	3	9	9	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	45												
4	3	10	10	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	46												
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	47												
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	48												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	49												
4	3	9	9	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	50												
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	51												
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	52												
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	53												
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	54												
4	3	9	9	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	55												
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	56												
4	3	10	10	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	57												
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	58												
4	3	11	11	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	59												
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	60												
4	3	12	12	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	61												
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	62												
5	4	13	13	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0	
5	4	13	13	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	63	We-	-ne-	wa-	g' fah-	Le-	-ge-						0
5	4	14	14	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	64												
5	4	29/2	29/2	0.0	3/8	3/8	Tempo	4/4	1	1	0										𝅘𝅥=64	64.0	𝅘𝅥	64.0	0.0	
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	65	-sen,	-sen	-ren,	-ren,	-ben,	-ben						
5	4	13	13	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	66												1
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	67												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	68												
5	4	13	13	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	69												2
5	4	27/2	27/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	70												2
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	71												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	72												
5	4	13	13	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	73												
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	74												
6	4	16	16	0.0	0	3/4	Tempo	4/4	1	1	0										𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
6	4	16	16	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	75		ohn'		da-		zu						
6	4	16	16	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	76												
6	4	16	16	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	77												
6	4	16	16	1.0	0	3/4	Chord	4/4	2	2	1/4	1/4	1	78												
7	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	79		Got-		-durch		sei-						
7	5	18	18	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	80		-tes		wir		-nem						
7	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	81												
7	5	19	19	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
7	5	19	19	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	82		Trost,		sein		Schutz,						
7	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	83												
7	5	20	20	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	84		der		von		daß						
7	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	85												
7	5	17	17	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	86												
7	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	87												
7	5	18	18	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	88												
7	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	89												
7	5	19	19	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	90												
7	5	20	20	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	91												
7	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	92												
7	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	93												
7	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	94												
7	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	95												
7	5	20	20	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	96												
7	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	97												
7	5	17	17	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	98												
7	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	99												
7	5	18	18	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	100												
7	5	19	19	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	101												
7	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	102												
7	5	20	20	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	103												
8	6	21	21	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=72.6	73.0	𝅘𝅥	72.6	0.0	
8	6	21	21	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	104		uns		Tod		wir						
8	6	22	22	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
8	6	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	105		er-		und		mit						
8	6	23	23	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
8	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	106		-löst		Pein		Trutz						
8	6	24	24	0.0	3/4	3/4	Tempo	4/4	1	1	0										𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
8	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	107		hat		er-		an						
8	6	21	21	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	108												
8	6	22	22	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	109												
8	6	23	23	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	110												
8	6	24	24	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	111												
8	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	112												
8	6	21	21	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	113												
8	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	114												
8	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	115												
8	6	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	116												
8	6	21	21	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	117												
8	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	118												
8	6	22	22	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	119												
8	6	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	120												
8	6	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	121												
9	7	25	25	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
9	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	122		von		-löst,		Ihn						
9	7	26	26	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
9	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	123		dem		so		fest						
9	7	27	27	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
9	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	124		gro-		wir		sol-						
9	7	28	28	0.0	3/4	3/4	Tempo	4/4	1	1	0										𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
9	7	28	28	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	125		-ssen		ver-		-len						
9	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	126												
9	7	25	25	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	127												
9	7	26	26	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	128												
9	7	27	27	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	129												
9	7	28	28	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	130												
9	7	25	25	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	131												
9	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	132												
9	7	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	133												
9	7	27	27	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	134												
9	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	135												
9	7	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	136												
9	7	25	25	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	137												
9	7	26	26	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	138												
9	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	139												
9	7	27	27	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	140												
9	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	141												
9	7	28	28	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	142												
10	8	29	29	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=67.6	68.0	𝅘𝅥	67.6	0.0	
10	8	29	29	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	143		Scha-		-trau-		glau-						
10	8	30	30	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=67	67.0	𝅘𝅥	67.0	0.0	
10	8	31	31	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
10	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	144		den,		-en		-ben,						
10	8	32	32	0.0	3/4	3/4	Tempo	4/4	1	1	0										𝅘𝅥=68.3	68.0	𝅘𝅥	68.3	0.0	
10	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	145		da-		in		da-						
10	8	29	29	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	146												3
10	8	30	30	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	147												
10	8	31	31	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	148												
10	8	32	32	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	149												
10	8	29	29	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	150												4
10	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	151												
10	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	152												
10	8	32	32	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	153												
10	8	29	29	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	154												
10	8	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	155												
10	8	32	32	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	156												
11	9	33	33	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
11	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	157		-rin		die-		-rum						
11	9	34	34	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=70.6	71.0	𝅘𝅥	70.6	0.0	
11	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	158		die		-sen		uns						
11	9	35	35	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
11	9	35	35	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	159		Schlang'		Hort,		bald						
11	9	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	160		E-		des		kein						
11	9	33	33	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	161												
11	9	34	34	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	162												
11	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	163												
11	9	35	35	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	164												
11	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	165												
11	9	36	36	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	166												
11	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	167												
11	9	33	33	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	168												
11	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	169												
11	9	34	34	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	170												
11	9	35	35	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	171												
11	9	36	36	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	172												
11	9	33	33	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	173												
11	9	34	34	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	174												
11	9	35	35	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	175												
11	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	176												
11	9	36	36	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	177												
12	10	37	37	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=71.3	71.0	𝅘𝅥	71.3	0.0	
12	10	37	37	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	178		-van		Va		Macht						
12	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	179												
12	10	38	38	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0	
12	10	38	38	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	180		be-		ters		noch						
12	10	77/2	77/2	0.0	3/8	3/8	Tempo	4/4	1	1	0										𝅘𝅥=67	67.0	𝅘𝅥	67.0	0.0	
12	10	39	39	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=70.4	70.0	𝅘𝅥	70.4	0.0	
12	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	181		-zwang,		Wort,		G' walt						
12	10	40	40	0.0	3/4	3/4	Tempo	4/4	1	1	0										𝅘𝅥=67.5	68.0	𝅘𝅥	67.5	0.0	
12	10	40	40	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	182		Gott's		wem		aus						
12	10	37	37	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	183												
12	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	184												
12	10	38	38	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	185												
12	10	39	39	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	186												
12	10	40	40	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	187												
12	10	37	37	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	188												
12	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	189												
12	10	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	190												
12	10	40	40	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	191												
12	10	37	37	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	192												
12	10	38	38	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	193												
12	10	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	194												
12	10	40	40	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	195												
13	11	41	41	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
13	11	41	41	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	196		Zorn		wollt		sei-						
13	11	42	42	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
13	11	42	42	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	197		auf		vor		-ner						
13	11	43	43	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=68.5	69.0	𝅘𝅥	68.5	0.0	
13	11	43	43	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	198		sich		Ster-		Hand						
13	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	199												
13	11	44	44	0.0	3/4	3/4	Tempo	4/4	1	1	0										𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
13	11	44	44	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	200		zu		-ben		wird						
13	11	89/2	89/2	0.0	7/8	7/8	Tempo	4/4	1	1	0										𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
13	11	41	41	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	201												
13	11	42	42	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	202												
13	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	203												
13	11	43	43	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	204												
13	11	44	44	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	205												
13	11	41	41	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	206												
13	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	207												
13	11	42	42	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	208												
13	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	209												
13	11	43	43	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	210												
13	11	44	44	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	211												
13	11	41	41	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	212												
13	11	42	42	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	213												
13	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	214												
13	11	43	43	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	215												
13	11	44	44	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	216												
13	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	217												
14	12	45	45	0.0	0	0	Tempo	4/4	1	1	0										𝅘𝅥=71.3	71.0	𝅘𝅥	71.3	0.0	
14	12	45	45	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	218		la-		grau-		rau-						5
14	12	91/2	91/2	0.0	1/8	1/8	Tempo	4/4	1	1	0										𝅘𝅥=71.8	72.0	𝅘𝅥	71.8	0.0	5
14	12	46	46	0.0	1/4	1/4	Tempo	4/4	1	1	0										𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	5
14	12	46	46	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	219												5
14	12	47	47	0.0	1/2	1/2	Tempo	4/4	1	1	0										𝅘𝅥=58	58.0	𝅘𝅥	58.0	0.0	
14	12	47	47	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	220												
14	12	48	48	0.0	3/4	3/4	Tempo	4/4	1	1	0										𝅘𝅥=53.8	54.0	𝅘𝅥	53.8	0.0	
14	12	97/2	97/2	0.0	7/8	7/8	Tempo	4/4	1	1	0										𝅘𝅥=52	52.0	𝅘𝅥	52.0	0.0	
14	12	45	45	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	221												6
14	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	222												6
14	12	46	46	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	223												6
