mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	3/4	Tempo	4/4	1	1	0								𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
1	0	0	0	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	0	4. Ich	Da	9. So	be-						
1	0	0	0	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	1										
1	0	0	0	0.5	0	3/4	Chord	4/4	2	1	1/8	1/8	1	2										
1	0	1/2	1/2	0.5	1/8	7/8	Chord	4/4	2	1	1/8	1/8	1	3										
1	0	0	0	1.0	0	3/4	Chord	4/4	2	2	1/4	1/4	1	4										
2	1	1	1	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	5	rief	half	kom-	-zah-						
2	1	2	2	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	6	dem	mein	-met	-let						
2	1	3	3	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	7	Herrn	Hel-	vor	die						
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	8										
2	1	4	4	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	9	in	-fer	sein	ge-						
2	1	1	1	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	10										
2	1	2	2	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	11										
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	12										
2	1	3	3	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	13										
2	1	4	4	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	14										
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	15										
2	1	1	1	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	16										
2	1	2	2	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	17										
2	1	3	3	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	18										
2	1	4	4	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	19										
2	1	1	1	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	20										
2	1	2	2	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	21										
2	1	3	3	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	22										
2	1	4	4	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	23										
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	24										
3	2	5	5	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	25	mei-	mir	An-	-lob-						
3	2	6	6	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	26	-nen	vom	-ge-	-te						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	27	Noth:	Tod	-sicht	Pflicht,						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	28	Ach	und	mit	und						
3	2	5	5	0.75	0	0	Chord	4/4	1	2	3/16	1/8	3/2	29										
3	2	23/4	23/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	30										
3	2	6	6	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	31										
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	32										
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	33										
3	2	5	5	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	34										
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	35										
3	2	6	6	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	36										
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	37										
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	38										
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	39										
3	2	5	5	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	40										
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	41										
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	42										
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	43										
4	3	9	9	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	44	Gott,	liess	jauch-	lasst						
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	45										
4	3	10	10	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	46	ver-	mir	-zen-	uns						
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	47										
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	48	-nimm'	Trost	-vol-	fröh-						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	49	mein	ge-	-lem	-lich						
4	3	9	9	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	50										
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	51										
4	3	11	11	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	52										
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	53										
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	54										
4	3	9	9	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	55										
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	56										
4	3	10	10	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	57										
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	58										
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	59										
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	60										
4	3	9	9	1.5	0	0	Chord	4/4	2	2	3/8	1/4	3/2	61										
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	62										
4	3	11	11	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	63										
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	64										
4	3	12	12	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	65										
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	66										
5	4	13	13	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	67	Schrei-	-dei-	Sprin-	sin-						0
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	68										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	69	-en!	-hen.	-gen;	-gen:						
5	4	13	13	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	70										1
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	71										1
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	72										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	73										
5	4	13	13	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	74										2
5	4	27/2	27/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	75										2
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	76										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	77										
5	4	13	13	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	78										3
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	79										3
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	80										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	81										
6	4	16	16	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	82	Drum	Gott								
6	4	16	16	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	83										
6	4	16	16	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	84										
6	4	16	16	0.5	0	3/4	Chord	4/4	2	2	1/8	1/8	1	85										
6	4	33/2	33/2	0.5	1/8	7/8	Chord	4/4	2	2	1/8	1/8	1	86										
7	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	87	dank,	hat								
7	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	88	ach	es								
7	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	89	Gott,	Al-								
7	5	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	90	drum	-les								
7	5	17	17	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	91										
7	5	18	18	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	92										
7	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	93										
