mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	0	0	0	0.0	0	3/4	Tempo	4/4	1	1	0								𝅘𝅥=72.7	73.0	𝅘𝅥	72.7	0.0	
1	0	0	0	0.5	0	3/4	Chord	4/4	1	1	1/8	1/8	1	0	1. Wohl	Den	5. Da-	Trotz						
1	0	1/2	1/2	0.5	1/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1										
1	0	0	0	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	2										
1	0	0	0	0.5	0	3/4	Chord	4/4	2	1	1/8	1/8	1	3										
1	0	1/2	1/2	0.5	1/8	7/8	Chord	4/4	2	1	1/8	1/8	1	4										
1	0	0	0	1.0	0	3/4	Chord	4/4	2	2	1/4	1/4	1	5										
2	1	1	1	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	6	dem,	mag	-he-	al-						
2	1	2	2	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	7	der	gleich	-ro	-ler						
2	1	3	3	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	8	sich	Sün-	Trotz	Welt!						
2	1	4	4	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	9	auf	-de,	der	mich						
2	1	1	1	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	10										
2	1	2	2	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	11										
2	1	5/2	5/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	12										
2	1	3	3	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	13										
2	1	4	4	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	14										
2	1	1	1	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	15										
2	1	2	2	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	16										
2	1	3	3	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	17										
2	1	4	4	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	18										
2	1	1	1	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	19										
2	1	2	2	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	20										
2	1	3	3	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	21										
2	1	4	4	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	22										
3	2	5	5	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	23	sei-	Welt	Höl-	kann						
3	2	6	6	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
3	2	6	6	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	24	-nen	und	-len	nicht						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	25	Gott	Tod	Herr!	mehr						
3	2	8	8	0.0	3/4	3/4	Tempo	4/4	1	1	0								𝅘𝅥=71.6	72.0	𝅘𝅥	71.6	0.0	
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	26	recht	und	Trotz	ihr						
3	2	5	5	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	27										
3	2	6	6	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	28										
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	29										
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	30										
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	31										
3	2	5	5	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	32										
3	2	6	6	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	33										
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	34										
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	35										
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	36										
3	2	5	5	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	37										
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	38										
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	39										
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	40										
4	3	9	9	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	41	kind-	al-	auch	Po-						
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	42	-lich	-le	des	-chen						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	43	kann	Teu-	To-	trau-						
4	3	12	12	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	44	ver-	-fel	-des	-rig						
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	45										
4	3	9	9	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	46										
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	47										
4	3	11	11	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	48										
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	49										
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	50										
4	3	9	9	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	51										
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	52										
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	53										
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	54										
4	3	9	9	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	55										
4	3	10	10	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	56										
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	57										
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	58										
4	3	12	12	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	59										
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	60										
5	4	13	13	0.0	0	0	Tempo	4/4	1	1	0								𝅘𝅥=71.24	71.0	𝅘𝅥	71.24	0.0	
5	4	13	13	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	61	-las-	has-	Ra-	ma-						
5	4	14	14	0.0	1/4	1/4	Tempo	4/4	1	1	0								𝅘𝅥=69.3	69.0	𝅘𝅥	69.3	0.0	
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	62	-sen!	-sen,	-chen!	-chen.						
5	4	13	13	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	63										0
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	64										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	65										
5	4	13	13	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	66										1
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	67										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	68										
5	4	13	13	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	69										2
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	70										
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	71										
6	4	16	16	0.0	0	3/4	Tempo	4/4	1	1	0								𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
6	4	16	16	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	72	so	Gott								
6	4	16	16	0.5	0	3/4	Chord	4/4	1	2	1/8	1/8	1	73										
6	4	33/2	33/2	0.5	1/8	7/8	Chord	4/4	1	2	1/8	1/8	1	74										
6	4	16	16	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	75										
6	4	16	16	0.5	0	3/4	Chord	4/4	2	2	1/8	1/8	1	76										
6	4	33/2	33/2	0.5	1/8	7/8	Chord	4/4	2	2	1/8	1/8	1	77										
7	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	78	bleibt	ist								
7	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	79	er	mein								
7	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	80	den-	Schutz,								
