mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	2	7	7	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	25	-re,	-re,						
4	2	8	8	0.0		3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
4	2	8	8	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	26	dass	da-						
4	2	5	5	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	27								1
4	2	11/2	11/2	1.0		1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	28								1
4	2	13/2	13/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	29								
4	2	7	7	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	30								
4	2	8	8	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	31								
4	2	5	5	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	32								2
4	2	6	6	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	33								
4	2	7	7	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	34								
4	2	8	8	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	35								
4	2	5	5	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	36								3
4	2	6	6	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	37								
4	2	7	7	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	38								
4	2	8	8	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	39								
5	3	9	9	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	40	du	-rin						
5	3	10	10	0.0		1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=72.24	72.0	𝅘𝅥	72.24	0.0	
5	3	10	10	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	41	mich	ich						
5	3	11	11	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	42	hast	lag						4
5	3	12	12	0.0		3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	4
5	3	12	12	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	43								4
5	3	25/2	25/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	44								4
5	3	9	9	1.0		0	0	Chord	4/4	1	2	1/4	1/4	1	45								
5	3	10	10	1.0		1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	46								
5	3	11	11	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	47								5
5	3	12	12	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	48								5
5	3	9	9	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	49								
5	3	19/2	19/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	50								
5	3	10	10	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	51								
5	3	11	11	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	52								6
5	3	12	12	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	53								6
5	3	9	9	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	54								
5	3	10	10	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	55								
5	3	11	11	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	56								7
5	3	12	12	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	57								7
6	4	13	13	0.0		0	0	Tempo	4/4	1	1	0						𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
6	4	13	13	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	58								
6	4	14	14	0.0		1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
6	4	14	14	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	59	be-	so						
6	4	29/2	29/2	0.0		3/8	3/8	Tempo	4/4	1	1	0						𝅘𝅥=69.863	70.0	𝅘𝅥	69.863	0.0	
6	4	15	15	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	60	-wahrt	hart						
6	4	13	13	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	61								5
6	4	27/2	27/2	1.0		1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	62								
6	4	29/2	29/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	63								
6	4	15	15	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	64								
6	4	13	13	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	65								
6	4	14	14	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	66								
6	4	15	15	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	67								
6	4	13	13	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	68								
6	4	14	14	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	69								
6	4	15	15	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	70								
7	4		16	0.0	1	0	3/4	Tempo	4/4	1	1	0						𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
7	4		16	1.0	1	0	3/4	Chord	4/4	1	1	1/4	1/4	1	71	in							
7	4		16	1.0	1	0	3/4	Chord	4/4	1	2	1/4	1/4	1	72								
7	4		16	1.0	1	0	3/4	Chord	4/4	2	1	1/4	1/4	1	73								
7	4		16	1.0	1	0	3/4	Chord	4/4	2	2	1/4	1/4	1	74								
8	1		17	1.0	1	0	0	Chord	4/4	1	1	1/4	1/4	1	75	die-							
8	1		18	0.0	1	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=71.75	72.0	𝅘𝅥	71.75	0.0	
8	1		18	1.0	1	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	76	-ser							
8	1		17	1.0	1	0	0	Chord	4/4	1	2	1/4	1/4	1	77								
8	1		18	1.0	1	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	78								
8	1		17	0.5	1	0	0	Chord	4/4	2	1	1/8	1/8	1	79								
8	1		35/2	0.5	1	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	80								
8	1		18	1.0	1	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	81								
8	1		17	1.0	1	0	0	Chord	4/4	2	2	1/4	1/4	1	82								
8	1		18	1.0	1	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	83								
9	4	16	19	0.0	2	0	3/4	Tempo	4/4	1	1	0						𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
9	4	16	19	1.0	2	0	3/4	Chord	4/4	1	1	1/4	1/4	1	84	mit							
9	4	16	19	0.5	2	0	3/4	Chord	4/4	1	2	1/8	1/8	1	85								
9	4	33/2	39/2	0.5	2	1/8	7/8	Chord	4/4	1	2	1/8	1/8	1	86								
9	4	16	19	0.5	2	0	3/4	Chord	4/4	2	1	1/8	1/8	1	87								
9	4	33/2	39/2	0.5	2	1/8	7/8	Chord	4/4	2	1	1/8	1/8	1	88								
9	4	16	19	1.0	2	0	3/4	Chord	4/4	2	2	1/4	1/4	1	89								
10	5	17	20	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	90	Fin-							
10	5	18	21	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	91	-ster-							
10	5	19	22	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	92	-niss							
10	5	20	23	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	93	um-							
10	5	17	20	1.0		0	0	Chord	4/4	1	2	1/4	1/4	1	94								
10	5	18	21	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	95								
10	5	37/2	43/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	96								
10	5	19	22	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	97								
10	5	20	23	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	98								
10	5	41/2	47/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	99								
10	5	17	20	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	100								
10	5	35/2	41/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	101								
10	5	18	21	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	102								
10	5	37/2	43/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	103								
10	5	19	22	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	104								
10	5	20	23	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	105								
10	5	17	20	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	106								
10	5	18	21	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	107								
10	5	19	22	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	108								
10	5	20	23	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	109								
11	6	21	24	0.0		0	0	Tempo	4/4	1	1	0						𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
11	6	21	24	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	110	-fan-							8
11	6	43/2	49/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	111								8
11	6	22	25	0.0		1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0	
11	6	22	25	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	112								
11	6	23	26	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	113	-gen,							
11	6	24	27	0.0		3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
11	6	24	27	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	114	da-							
11	6	21	24	1.0		0	0	Chord	4/4	1	2	1/4	1/4	1	115								9
11	6	22	25	1.0		1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	116								
11	6	23	26	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	117								
11	6	24	27	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	118								
11	6	21	24	2.0		0	0	Chord	4/4	2	1	1/2	1/2	1	119								
11	6	23	26	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	120								
11	6	24	27	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	121								
11	6	21	24	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	122								10
11	6	22	25	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	123								
11	6	23	26	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	124								
11	6	24	27	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	125								
12	7	25	28	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	126	-zu							
12	7	26	29	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	127	in							
12	7	27	30	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	128	gro-							
12	7	28	31	0.0		3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
12	7	28	31	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	129	-sser							
12	7	25	28	1.0		0	0	Chord	4/4	1	2	1/4	1/4	1	130								
12	7	26	29	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	131								
12	7	53/2	59/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	132								
12	7	27	30	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	133								
12	7	55/2	61/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	134								
12	7	28	31	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	135								
12	7	25	28	1.5		0	0	Chord	4/4	2	1	3/8	1/4	3/2	136								
12	7	53/2	59/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	137								
12	7	27	30	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	138								
12	7	28	31	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	139								
12	7	25	28	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	140								
12	7	26	29	0.5		1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	141								
12	7	53/2	59/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	142								
12	7	27	30	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	143								
12	7	28	31	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	144								
13	8	29	32	3.0		0	0	Chord	4/4	1	1	3/4	1/2	3/2	145	Noth,							
13	8	32	35	0.0		3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
13	8	32	35	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	146	da-							
13	8	29	32	3.0		0	0	Chord	4/4	1	2	3/4	1/2	3/2	147								
13	8	32	35	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	148								
13	8	29	32	3.0		0	0	Chord	4/4	2	1	3/4	1/2	3/2	149								
13	8	32	35	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	150								
13	8	29	32	3.0		0	0	Chord	4/4	2	2	3/4	1/2	3/2	151								
13	8	32	35	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	152								
14	9	33	36	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	153	-raus							
14	9	34	37	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	154	ich							
14	9	35	38	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	155	bin							
14	9	36	39	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	156	ent-							
14	9	33	36	1.0		0	0	Chord	4/4	1	2	1/4	1/4	1	157								
14	9	34	37	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	158								
14	9	69/2	75/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	159								
14	9	35	38	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	160								
14	9	36	39	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	161								
14	9	73/2	79/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	162								
14	9	33	36	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	163								
14	9	34	37	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	164								
14	9	35	38	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	165								
14	9	71/2	77/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	166								
14	9	36	39	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	167								
14	9	33	36	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	168								
14	9	34	37	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	169								
14	9	35	38	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	170								
14	9	36	39	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	171								
15	10	37	40	0.0		0	0	Tempo	4/4	1	1	0						𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
15	10	37	40	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	172	-gan-							11
15	10	38	41	0.0		1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0	11
15	10	38	41	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	173								11
15	10	77/2	83/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	174								
15	10	39	42	0.0		1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
15	10	39	42	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	175	-gen,							
15	10	40	43	1.0		3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	176	halfst							
15	10	37	40	1.0		0	0	Chord	4/4	1	2	1/4	1/4	1	177								12
15	10	38	41	1.0		1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	178								
15	10	39	42	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	179								
15	10	40	43	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	180								
15	10	37	40	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	181								13
15	10	75/2	81/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	182								13
15	10	38	41	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	183								13
15	10	77/2	83/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	184								
15	10	39	42	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	185								
15	10	40	43	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	186								
15	10	37	40	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	187								14
15	10	38	41	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	188								
15	10	39	42	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	189								
15	10	40	43	1.0		3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	190								
16	11	41	44	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	191	du							
16	11	42	45	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	192	mir,							
16	11	43	46	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	193	Her-							15
16	11	44	47	0.0		3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	15
16	11	44	47	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	194								15
16	11	89/2	95/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	195								15
16	11	41	44	1.0		0	0	Chord	4/4	1	2	1/4	1/4	1	196								
16	11	42	45	1.0		1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	197								
16	11	43	46	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	198								16
16	11	44	47	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	199								16
16	11	89/2	95/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	200								16
16	11	41	44	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	201								
16	11	42	45	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	202								
16	11	85/2	91/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	203								
16	11	43	46	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	204								17
16	11	44	47	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	205								17
16	11	41	44	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	206								
16	11	42	45	2.0		1/4	1/4	Chord	4/4	2	2	1/2	1/2	1	207								
16	11	44	47	0.5		3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	208								18
16	11	89/2	95/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	209								18
17	12	45	48	0.0		0	0	Tempo	4/4	1	1	0						𝅘𝅥=63	63.0	𝅘𝅥	63.0	0.0	
17	12	45	48	1.0		0	0	Chord	4/4	1	1	1/4	1/4	1	210								
17	12	46	49	0.0		1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=53	53.0	𝅘𝅥	53.0	0.0	
17	12	46	49	1.0		1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	211	-rc							
17	12	47	50	1.0		1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	212	Gott.							
17	12	45	48	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	213								16
17	12	91/2	97/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	214								
17	12	46	49	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	215								
17	12	93/2	99/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	216								
17	12	47	50	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	217								
17	12	45	48	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	218								
17	12	46	49	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	219								
17	12	47	50	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	220								
17	12	45	48	1.0		0	0	Chord	4/4	2	2	1/4	1/4	1	221								
17	12	46	49	1.0		1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	222								
17	12	47	50	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	223								
