mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible
3	2	5	5	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	32	-gan-					
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	33						
3	2	6	6	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0
3	2	6	6	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	34	-gen					
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	35	ist,					
3	2	8	8	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=76.5	76.0	𝅘𝅥	76.5	0.0
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	36	wir					
3	2	5	5	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	37						
3	2	6	6	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	38						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	39						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	40						
3	2	5	5	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	41						
3	2	6	6	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	42						
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	43						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	44						
3	2	8	8	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	45						
3	2	5	5	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	46						
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	47						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	48						
3	2	8	8	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	49						
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	50						
3	2	5	5	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	51						
3	2	6	6	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	52						
3	2	7	7	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	53						
3	2	8	8	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	54						
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	55						
4	3	9	9	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=77.8	78.0	𝅘𝅥	77.8	0.0
4	3	9	9	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	56	dan-					
4	3	10	10	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	57	-ken					
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	58						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	59	dir,					
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	60	Herr					
4	3	9	9	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	61						
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	62						
4	3	11	11	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	63						
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	64						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	65						
4	3	9	9	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	66						
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	67						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	68						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	69						
4	3	9	9	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	70						
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	71						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	72						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	73						
4	3	9	9	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	74						
4	3	10	10	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	75						
4	3	11	11	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	76						
4	3	12	12	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	77						
5	4	13	13	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0
5	4	13	13	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	78	Je-					
5	4	27/2	27/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	79						
5	4	14	14	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0
5	4	14	14	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	80	-su					
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	81	Christ,					
5	4	16	16	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=77	76.0	𝅘𝅥	77.0	0.0
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	82	dass					
5	4	13	13	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	83						
5	4	14	14	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	84						
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	85						
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	86						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	87						
5	4	13	13	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	88						
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	89						
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	90						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	91						
5	4	13	13	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	92						
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	93						
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	94						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	95						
5	4	13	13	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	96						
5	4	14	14	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	97						
5	4	15	15	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	98						
5	4	16	16	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	99						
6	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	100	du					
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	101	uns					
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	102	in					
6	5	20	20	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	103	so					
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	104						
6	5	17	17	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	105						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	106						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	107						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	108						
6	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	109						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	110						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	111						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	112						
6	5	17	17	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	113						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	114						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	115						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	116						
6	5	17	17	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	117						
6	5	18	18	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	118						
6	5	19	19	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	119						
6	5	20	20	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	120						
7	6	21	21	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0
7	6	21	21	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	121	gro-					
7	6	22	22	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0
7	6	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	122	sser					
7	6	45/2	45/2	0.0	3/8	3/8	Tempo	4/4	1	1	0					𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	123	G'fahr					
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	124	be-					
7	6	21	21	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	125						
7	6	22	22	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	126						
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	127						
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	128						
7	6	21	21	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	129						
7	6	22	22	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	130						
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	131						
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	132						
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	133						
7	6	21	21	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	134						
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	135						
7	6	22	22	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	136						
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	137						
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	138						
7	6	21	21	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	139						
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	140						
7	6	22	22	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	141						
7	6	23	23	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	142						
7	6	24	24	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	143						
8	7	25	25	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0
8	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	144	-hü-					
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	145	-tet					
8	7	27	27	0.0	1/2	1/2	Tempo	4/4	1	1	0					𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	146	hast					
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	147	lang'					
8	7	25	25	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	148						
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	149						
8	7	27	27	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	150						
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	151						
8	7	28	28	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	152						
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	153						
8	7	25	25	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	154						
8	7	51/2	51/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	155						
8	7	26	26	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	156						
8	7	53/2	53/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	157						
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	158						
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	159						
8	7	25	25	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	160						
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	161						
8	7	27	27	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	162						
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	163						
8	7	28	28	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	164						
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	165						
8	7	25	25	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	166						
8	7	26	26	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	167						
8	7	27	27	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	168						
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	169						
8	7	28	28	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	170						
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	171						
9	8	29	29	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	172	Zeit					
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	173						
9	8	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	174	und					
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	175	Jahr;					
9	8	32	32	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=74.6	75.0	𝅘𝅥	74.6	0.0
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	176	dass					
9	8	29	29	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	177						
9	8	30	30	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	178						
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	179						
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	180						
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	181						
9	8	29	29	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	182						
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	183						
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	184						
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	185						
9	8	32	32	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	186						
9	8	29	29	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	187						
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	188						
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	189						
9	8	32	32	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	190						
9	8	29	29	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	191						
9	8	30	30	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	192						
9	8	31	31	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	193						
9	8	32	32	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	194						
10	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	195	du					
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	196	uns					
10	9	35	35	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	197	in					
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	198						
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	199	so					
10	9	33	33	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	200						
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	201						
10	9	35	35	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	202						
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	203						
10	9	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	204						
10	9	34	34	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	205						
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	206						
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	207						
10	9	36	36	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	208						
10	9	33	33	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	209						
10	9	34	34	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	210						
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	211						
10	9	36	36	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	212						
10	9	33	33	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	213						
10	9	34	34	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	214						
10	9	35	35	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	215						
10	9	36	36	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	216						
11	10	37	37	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0
11	10	37	37	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	217	gro-					
11	10	38	38	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	218	-sser					
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	219	G'fahr					
11	10	40	40	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	220	be-					
11	10	37	37	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	221						
11	10	38	38	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	222						
11	10	39	39	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	223						
11	10	79/2	79/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	224						
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	225						
11	10	37	37	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	226						
11	10	38	38	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	227						
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	228						
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	229						
11	10	37	37	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	230						
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	231						
11	10	38	38	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	232						
11	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	233						
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	234						
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	235						
11	10	37	37	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	236						
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	237						
11	10	38	38	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	238						
11	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	239						
11	10	39	39	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	240						
11	10	40	40	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	241						
12	11	41	41	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	242	-hü-					
12	11	42	42	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	243	-tet					
12	11	43	43	0.0	1/2	1/2	Tempo	4/4	1	1	0					𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	244	hast					
12	11	44	44	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	245	lang'					
12	11	41	41	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	246						
12	11	42	42	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	247						
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	248						
12	11	44	44	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	249						
12	11	41	41	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	250						
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	251						
12	11	43	43	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	252						
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	253						
12	11	44	44	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	254						
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	255						
12	11	41	41	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	256						
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	257						
12	11	43	43	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	258						
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	259						
12	11	44	44	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	260						
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	261						
12	11	41	41	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	262						
12	11	42	42	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	263						
12	11	43	43	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	264						
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	265						
12	11	44	44	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	266						
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	267						
13	12	45	45	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0
13	12	45	45	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	268	Zeit					
13	12	46	46	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0
13	12	46	46	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	269	und					
13	12	47	47	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	270	Jahr.					
13	12	45	45	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	271						
13	12	46	46	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	272						
13	12	47	47	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	273						
13	12	45	45	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	274						
