mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=77.56	78.0	𝅘𝅥	77.56	0.0	
1	1	0	0	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	0	Pe-						
1	1	1	1	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1	-trus,						
1	1	2	2	0.0	1/2	1/2	Tempo	4/4	1	1	0					𝅘𝅥=77.4	77.0	𝅘𝅥	77.4	0.0	
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2	der						
1	1	3	3	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=74.11	74.0	𝅘𝅥	74.11	0.0	
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	3	nicht						
1	1	0	0	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	4							
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	5							
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	6							
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	7							
1	1	0	0	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	8							
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	9							
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	10							
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	11							
1	1	0	0	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	12							
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	13							
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	14							
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	15							
2	2	4	4	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
2	2	4	4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	16	denkt						
2	2	5	5	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	17	zu-						
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	18	-rück,						
2	2	4	4	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	19							
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	20							
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	21							
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	22							
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	23							
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	24							
2	2	4	4	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	25							
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	26							
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	27							
3	3	8	8	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
3	3	8	8	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	28	sei-						
