mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	2	5	5	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	43								
3	2	6	6	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	44								
3	2	7	7	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	45								
3	2	8	8	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	46								3
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	47								3
4	3	9	9	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	48								0
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	49								
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	50	die							
4	3	11	11	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	51	Hei-							4
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	52								4
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	53								
4	3	9	9	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	54								1
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	55								
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	56								
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	57								5
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	58								
4	3	9	9	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	59								
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	60								
4	3	11	11	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	61								6
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	62								6
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	63								
4	3	9	9	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	64								
4	3	10	10	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	65								
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	66								
4	3	11	11	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	67								
5	4	13	13	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	68	-den,							
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	69	zu er-							
5	4	13	13	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	70								
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	71								
5	4	13	13	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	72								
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	73								
5	4	13	13	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	74								
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	75								
6	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	76	-leuch-							
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	77	-ten							
6	5	19	19	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=60.6	61.0	𝅘𝅥	60.6	0.0	
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	78	die,							
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	79	dich							
6	5	17	17	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	80								
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	81								
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	82								
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	83								
6	5	20	20	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	84								
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	85								
6	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	86								
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	87								
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	88								
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	89								
6	5	17	17	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	90								
6	5	18	18	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	91								
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	92								
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	93								
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	94								
7	6	21	21	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	95	ken-							7
7	6	22	22	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=59	59.0	𝅘𝅥	59.0	0.0	7
7	6	22	22	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	96								7
7	6	23	23	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	97								
7	6	24	24	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=56	56.0	𝅘𝅥	56.0	0.0	
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	98	-nen							
7	6	21	21	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	99								
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	100								
7	6	21	21	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	101								8
7	6	22	22	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	102								8
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	103								
7	6	24	24	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	104								
7	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	105								
7	6	21	21	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	106								9
7	6	43/2	43/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	107								9
7	6	22	22	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	108								9
7	6	23	23	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	109								
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	110								
8	7	25	25	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	111	nicht,							
8	7	27	27	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=57.2	57.0	𝅘𝅥	57.2	0.0	
8	7	27	27	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	112	und							
8	7	57/2	57/2	0.0	7/8	7/8	Tempo	4/4	1	1	0						𝅘𝅥=56	56.0	𝅘𝅥	56.0	0.0	
8	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	113	zu							
8	7	25	25	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	114								
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	115								
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	116								
8	7	25	25	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	117								
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	118								
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	119								
8	7	25	25	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	120								
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	121								
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	122								
9	8	29	29	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	123	wei-							10
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	124								10
9	8	30	30	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=54.4	54.0	𝅘𝅥	54.4	0.0	
9	8	30	30	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	125								
9	8	31	31	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	126	-den.							
9	8	29	29	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	127								11
9	8	30	30	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	128								
9	8	31	31	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	129								
9	8	29	29	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	130								12
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	131								
9	8	31	31	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	132								
9	8	29	29	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	133								13
9	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	134								13
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	135								
9	8	31	31	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	136								
10	9	33	33	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=58	58.0	𝅘𝅥	58.0	0.0	
10	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	137	Er							
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	138	ist							
10	9	35	35	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=57	57.0	𝅘𝅥	57.0	0.0	
10	9	35	35	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	139	dein's							
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	140	Volks							
10	9	33	33	0.0	0	0	StaffText	4/4	1	2	0					Alto:						
10	9	33	33	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	141								
10	9	34	34	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	142								
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	143								
10	9	35	35	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	144								
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	145								
10	9	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	146								
10	9	34	34	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	147								
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	148								
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	149								
10	9	36	36	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	150								
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	151								
10	9	33	33	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	152								
10	9	34	34	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	153								
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	154								
10	9	36	36	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	155								
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	156								
11	10	37	37	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	157	I-							
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	158								
11	10	38	38	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	159	-sra-							
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	160	-el							
11	10	40	40	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=57.5	57.0	𝅘𝅥	57.5	0.0	
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	161	der							
11	10	37	37	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	162								14
11	10	75/2	75/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	163								
11	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	164								
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	165								
11	10	40	40	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	166								
11	10	81/2	81/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	167								
11	10	37	37	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	168								
11	10	38	38	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	169								
11	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	170								
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	171								
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	172								
11	10	37	37	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	173								
11	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	174								
11	10	38	38	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	175								
11	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	176								
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	177								
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	178								
12	11	41	41	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	179	Preis,							
12	11	42	42	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	180	Ehr'							
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	181								
12	11	43	43	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=57	57.0	𝅘𝅥	57.0	0.0	
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	182	Freud'							
12	11	44	44	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	183	und							
12	11	41	41	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	184								
12	11	42	42	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	185								
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	186								
12	11	44	44	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	187								
12	11	41	41	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	188								
12	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	189								
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	190								
12	11	43	43	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	191								
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	192								
12	11	44	44	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	193								
12	11	41	41	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	194								
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	195								
12	11	43	43	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	196								
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	197								
12	11	44	44	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	198								
13	12	45	45	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=55	55.0	𝅘𝅥	55.0	0.0	
13	12	45	45	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	199	Won-							15
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	200								15
13	12	46	46	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=48	48.0	𝅘𝅥	48.0	0.0	
13	12	46	46	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	201								
13	12	47	47	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	202	-ne.							
13	12	45	45	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	203								16
13	12	91/2	91/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	204								16
13	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	205								
13	12	47	47	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	206								
13	12	45	45	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	207								17
13	12	46	46	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	208								17
13	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	209								
13	12	47	47	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	210								
13	12	45	45	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	211								18
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	212								18
13	12	46	46	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	213								
13	12	47	47	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	214								
