mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0					𝅗𝅥=70	152.0	𝅗𝅥	70.0	0.0	
1	1	2	2	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	0	Komm,						
1	1	2	2	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	1							
1	1	2	2	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	2							
1	1	2	2	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	3							
2	2	4	4	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	4	Gott						
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	5	Schö-						
2	2	4	4	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	6							
2	2	6	6	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	7							
2	2	4	4	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	8							
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	9							
2	2	4	4	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	10							
2	2	6	6	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	11							
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	12	-pfer,						
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	13	hei-						
3	3	8	8	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	14							
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	15							
3	3	8	8	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	16							
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	17							
3	3	8	8	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	18							
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	19							
4	4	12	12	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	20	-li-						
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	21	-ger						
4	4	12	12	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	22							
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	23							
4	4	12	12	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	24							
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	25							
4	4	12	12	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	26							
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	27							
5	5	16	16	4.0	0	0	Chord	4/4	1	1	1	1	1	28	Geist,						
5	5	16	16	4.0	0	0	Chord	4/4	1	2	1	1	1	29							
5	5	16	16	4.0	0	0	Chord	4/4	2	1	1	1	1	30							
5	5	16	16	4.0	0	0	Chord	4/4	2	2	1	1	1	31							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	32	be-						
6	6	22	22	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	33							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	34							
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	35							
7	7	24	24	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	36	-such						
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	37	das						
7	7	24	24	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	38							
7	7	26	26	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	39							
7	7	24	24	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	40							
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	41							
7	7	24	24	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	42							
7	7	26	26	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	43							
8	8	28	28	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	44	Herz						
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	45	der						
8	8	28	28	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	46							
8	8	30	30	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	47							
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	48							
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	49							
8	8	28	28	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	50							
8	8	30	30	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	51							
9	9	32	32	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	52	Men-						
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	53	-schen						
9	9	32	32	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	54							
9	9	34	34	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	55							
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	56							
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	57							
9	9	32	32	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	58							
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	59							
10	10	36	36	4.0	0	0	Chord	4/4	1	1	1	1	1	60	dein,						
10	10	36	36	4.0	0	0	Chord	4/4	1	2	1	1	1	61							
10	10	36	36	4.0	0	0	Chord	4/4	2	1	1	1	1	62							
10	10	36	36	4.0	0	0	Chord	4/4	2	2	1	1	1	63							
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	64	mit						
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	65							
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	66							
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	67							
12	12	44	44	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	68	Gna-						
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	69	-den						
12	12	44	44	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	70							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	71							
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	72							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	73							
12	12	44	44	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	74							
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	75							
