mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	4	18	18	4.0	0	0	Chord	3/2	1	1	1	1	1	42					ornamentTrill							
4	4	22	22	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	43												
4	4	18	18	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	44	From-	-nom-	-kei-	-rei-								6
4	4	20	20	2.0	1/2	1/2	Chord	3/2	1	2	1/2	1/2	1	45												
4	4	22	22	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	46	-men,	-men,	-ten!	-ten;								
4	4	18	18	3.0	0	0	Chord	3/2	2	1	3/4	1/2	3/2	47												7
4	4	21	21	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	48												
4	4	22	22	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	49												
4	4	18	18	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	50												8
4	4	20	20	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	51												
4	4	22	22	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	52												
5	5	24	24	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	53												
5	5	26	26	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	54												
5	5	28	28	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	55												
5	5	24	24	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	56	du	so	Du,	du								
5	5	26	26	2.0	1/2	1/2	Chord	3/2	1	2	1/2	1/2	1	57	mei-	ganz	Je-	sollt								
5	5	28	28	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	58	-ner	vor	-su,	in								
5	5	24	24	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	59												
5	5	26	26	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	60												
5	5	28	28	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	61												
5	5	24	24	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	62												
5	5	26	26	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	63												
5	5	28	28	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	64												
6	6	30	30	3.0	0	0	Chord	3/2	1	1	3/4	1/2	3/2	65												
6	6	33	33	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	66												
6	6	34	34	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	67												
6	6	30	30	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	68	See-	Lie-	du	mei-								
6	6	32	32	2.0	1/2	1/2	Chord	3/2	1	2	1/2	1/2	1	69	-len	-be	bist	-nem								
6	6	34	34	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	70	Trost,	brennt	mein	Herz								
6	6	30	30	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	71												9
6	6	31	31	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	72												
6	6	32	32	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	73												
6	6	34	34	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	74												
6	6	30	30	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	75												
6	6	32	32	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	76												
6	6	34	34	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	77												
7	7	36	36	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	78												10
7	7	37	37	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	79												
7	7	38	38	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	80					ornamentTrill							
7	7	41	41	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	81												
7	7	36	36	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	82	komm,	und	und	und								
7	7	38	38	1.0	1/2	1/2	Chord	3/2	1	2	1/4	1/4	1	83	komm	nach	ich	Mun-								11
7	7	39	39	1.0	3/4	3/4	Chord	3/2	1	2	1/4	1/4	1	84												
7	7	40	40	1.0	1	1	Chord	3/2	1	2	1/4	1/4	1	85	nur	dir	bin	-de								12
7	7	41	41	1.0	5/4	5/4	Chord	3/2	1	2	1/4	1/4	1	86												
7	7	36	36	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	87												
7	7	38	38	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	88												
7	7	40	40	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	89												
7	7	36	36	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	90												
7	7	38	38	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	91												
7	7	40	40	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	92												
8	8	42	42	4.0	0	0	Chord	3/2	1	1	1	1	1	93												
8	8	42	42	4.0	0	0	Chord	3/2	1	2	1	1	1	94	bald!	wallt.	dein;	sein.								
8	8	42	42	4.0	0	0	Chord	3/2	2	1	1	1	1	95												
8	8	42	42	4.0	0	0	Chord	3/2	2	2	1	1	1	96												
9	9	46	46	0.0	0	0	StaffText	3/2	1	1	0									Zum 2. mal piano						
9	9	46	46	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	97	Nichts	Mein										
9	9	48	48	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	98	kann	gan-										
9	9	50	50	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	99	auf	-zes										
9	9	46	46	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	100												
9	9	48	48	2.0	1/2	1/2	Chord	3/2	1	2	1/2	1/2	1	101												
9	9	50	50	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	102												
9	9	46	46	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	103												
9	9	48	48	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	104												
9	9	50	50	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	105												
9	9	46	46	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	106												
9	9	48	48	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	107												
9	9	50	50	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	108												
10	10	52	52	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	109	Er-	Le-										
10	10	54	54	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	110	-den	-ben										
10	10	52	52	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	111												
10	10	54	54	4.0	1/2	1/2	Chord	3/2	1	2	1	1	1	112												
10	10	52	52	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	113												
10	10	54	54	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	114												
10	10	52	52	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	115												
10	10	54	54	4.0	1/2	1/2	Chord	3/2	2	2	1	1	1	116												
11	11	58	58	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	117	mir	sei										
11	11	60	60	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	118	lie-	dir										
11	11	62	62	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	119	-ber	er-										
11	11	58	58	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	120												
11	11	60	60	2.0	1/2	1/2	Chord	3/2	1	2	1/2	1/2	1	121												
11	11	62	62	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	122												
11	11	58	58	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	123												
11	11	60	60	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	124												
11	11	62	62	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	125												
11	11	58	58	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	126												
11	11	60	60	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	127												
11	11	62	62	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	128												
12	12	64	64	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	129	wer-	-ge-										
12	12	66	66	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	130	-den,	-ben,										
12	12	64	64	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	131												
12	12	66	66	4.0	1/2	1/2	Chord	3/2	1	2	1	1	1	132												
12	12	64	64	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	133												
12	12	66	66	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	134												
12	12	64	64	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	135												
12	12	66	66	4.0	1/2	1/2	Chord	3/2	2	2	1	1	1	136												
13	13	70	70	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	137	wenn	bis										
13	13	72	72	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	138	ich,	man										
13	13	74	74	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	139	o	mich										
13	13	70	70	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	140												
13	13	72	72	2.0	1/2	1/2	Chord	3/2	1	2	1/2	1/2	1	141												
13	13	74	74	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	142												
13	13	70	70	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	143												
13	13	72	72	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	144												
13	13	74	74	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	145												
13	13	70	70	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	146												
13	13	72	72	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	147												
13	13	74	74	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	148												
14	14	76	76	3.0	0	0	Chord	3/2	1	1	3/4	1/2	3/2	149	Je-	ein-										
14	14	78	78	0.0	1/2	1/2	Tempo	3/2	1	1	0										𝅗𝅥=70	140.0	𝅗𝅥	70.0	0.0	
14	14	79	79	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	150	-su,	-sten										
14	14	80	80	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	151	dich	legt										
14	14	76	76	3.0	0	0	Chord	3/2	1	2	3/4	1/2	3/2	152												
14	14	79	79	1.0	3/4	3/4	Chord	3/2	1	2	1/4	1/4	1	153												
14	14	80	80	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	154												
14	14	76	76	3.0	0	0	Chord	3/2	2	1	3/4	1/2	3/2	155												
14	14	79	79	1.0	3/4	3/4	Chord	3/2	2	1	1/4	1/4	1	156												
14	14	80	80	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	157												
14	14	76	76	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	158												
14	14	78	78	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	159												
14	14	80	80	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	160												
15	15	82	82	0.0	0	0	Tempo	3/2	1	1	0										𝅗𝅥=69	138.0	𝅗𝅥	69.0	0.0	
15	15	82	82	1.0	0	0	Chord	3/2	1	1	1/4	1/4	1	161	nur	ins										13
15	15	83	83	1.0	1/4	1/4	Chord	3/2	1	1	1/4	1/4	1	162												
15	15	84	84	3.0	1/2	1/2	Chord	3/2	1	1	3/4	1/2	3/2	163	stets	Grab			ornamentTrill							
15	15	86	86	0.0	1	1	Tempo	3/2	1	1	0										𝅗𝅥=67	134.0	𝅗𝅥	67.0	0.0	
15	15	87	87	1.0	5/4	5/4	Chord	3/2	1	1	1/4	1/4	1	164												
15	15	82	82	2.0	0	0	Chord	3/2	1	2	1/2	1/2	1	165												
15	15	84	84	2.0	1/2	1/2	Chord	3/2	1	2	1/2	1/2	1	166												
15	15	86	86	2.0	1	1	Chord	3/2	1	2	1/2	1/2	1	167	be-	hin-										
15	15	82	82	1.0	0	0	Chord	3/2	2	1	1/4	1/4	1	168												14
15	15	83	83	1.0	1/4	1/4	Chord	3/2	2	1	1/4	1/4	1	169												
15	15	84	84	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	170												
15	15	86	86	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	171												
15	15	82	82	2.0	0	0	Chord	3/2	2	2	1/2	1/2	1	172												
15	15	84	84	2.0	1/2	1/2	Chord	3/2	2	2	1/2	1/2	1	173												
15	15	86	86	2.0	1	1	Chord	3/2	2	2	1/2	1/2	1	174												
16	16	88	88	4.0	0	0	Chord	3/2	1	1	1	1	1	175												
16	16	88	88	4.0	0	0	Chord	3/2	1	2	1	1	1	176	-halt.	-ein.										
16	16	88	88	4.0	0	0	Chord	3/2	2	1	1	1	1	177												
16	16	88	88	4.0	0	0	Chord	3/2	2	2	1	1	1	178												
