mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	4	13	13	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0	
4	4	13	13	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	55									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	56	-ben,	-ben.							
4	4	12	12	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	57									2
4	4	27/2	27/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	58									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	59									
4	4	12	12	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	60									3
4	4	27/2	27/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	61									3
4	4	55/4	55/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	62									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	63									
4	4	12	12	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	64									4
4	4	25/2	25/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	65									4
4	4	13	13	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	66									
4	4	14	14	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	67									
5	5	16	16	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
5	5	16	16	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	68		Vor	dir						
5	5	17	17	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
5	5	17	17	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	69		dem	uns						
5	5	18	18	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	70		Teu-	las-						
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	71		-fel	-sen						
5	5	16	16	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	72									
5	5	17	17	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	73									
5	5	35/2	35/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	74									
5	5	18	18	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	75									5
5	5	37/2	37/2	1.0	5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	76									
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	77									
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	78									
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	79									
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	80									
5	5	19	19	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	81									
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	82									
5	5	16	16	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	83									
5	5	17	17	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	84									
5	5	18	18	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	85									
5	5	19	19	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	86									
6	6	20	20	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
6	6	20	20	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	87		uns	ganz						
6	6	41/2	41/2	0.0	1/8	1/8	Tempo	4/4	1	1	0							𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
6	6	21	21	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	88		be-	und						
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	89		-wahr',	gar,						
6	6	23	23	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
6	6	23	23	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	90		halt'	mit						
6	6	20	20	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	91									
6	6	21	21	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	92									
6	6	22	22	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	93									
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	94									
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	95									
6	6	20	20	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	96									
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	97									
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	98									
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	99									
6	6	20	20	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	100									
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	101									
6	6	21	21	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	102									
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	103									
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	104									
7	7	24	24	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=74.5	75.0	𝅘𝅥	74.5	0.0	
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	105		uns	al-						
7	7	25	25	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	106		bei	-len						
7	7	26	26	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
7	7	26	26	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	107		fe-	rech-						
7	7	53/2	53/2	0.0	5/8	5/8	Tempo	4/4	1	1	0							𝅘𝅥=71.5	72.0	𝅘𝅥	71.5	0.0	
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	108		-stem	-ten						
7	7	24	24	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	109									
7	7	25	25	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	110									
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	111									
7	7	26	26	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	112									6
7	7	53/2	53/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	113									6
7	7	107/4	107/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	114									
7	7	27	27	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	115									
7	7	24	24	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	116									
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	117									
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	118									
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	119									
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	120									
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	121									
7	7	24	24	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	122									
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	123									
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	124									
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	125									
8	8	28	28	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	126		Glau-	Chri-						7
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	127									
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	128		-ben,	-sten						
8	8	31	31	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=73.67	74.0	𝅘𝅥	73.67	0.0	
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	129		und	ent-						
8	8	28	28	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	130									8
8	8	29	29	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	131									
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	132									
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	133									
8	8	28	28	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	134									9
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	135									
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	136									
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	137									
8	8	28	28	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	138									10
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	139									
8	8	30	30	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	140									
8	8	31	31	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	141									
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	142									
9	9	32	32	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
9	9	32	32	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	143		auf	-flie-						
9	9	33	33	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	144		dich	-hen						
9	9	34	34	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	145		lass	Teu-						
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	146		uns	-fels						
9	9	32	32	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	147									
9	9	33	33	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	148									
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	149									
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	150									
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	151									
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	152									
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	153									
9	9	34	34	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	154									
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	155									
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	156									
9	9	32	32	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	157									
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	158									
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	159									
9	9	34	34	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	160									
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	161									
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	162		bau-	Li-						11
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	163									11
10	10	37	37	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	164									
10	10	38	38	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=63	63.0	𝅘𝅥	63.0	0.0	
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	165		-en,	-sten,						
10	10	39	39	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	166		aus	mit						
10	10	36	36	1.5	0	0	Chord	4/4	1	2	3/8	1/4	3/2	167									12
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	168									
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	169									13
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	170									
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	171									
10	10	36	36	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	172									
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	173									
10	10	39	39	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	174									
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	175									
10	10	36	36	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	176									14
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	177									
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	178									
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	179									
11	11	40	40	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	180		Her-	Waf-						
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	181		-zens-	-fen						
11	11	42	42	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
11	11	42	42	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	182		-grund	Gott's						
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	183		ver-	uns						
11	11	40	40	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	184									
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	185									
11	11	41	41	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	186									
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	187									
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	188									
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	189									
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	190									
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	191									
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	192									
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	193									
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	194									
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	195									
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	196									
11	11	40	40	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	197									
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	198									
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	199									
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	200									
12	12	44	44	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	201		-trau-	fri-						15
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	202									
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	203		-en,	-sten.						
12	12	44	44	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	204									16
12	12	89/2	89/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	205									16
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	206									
12	12	46	46	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	207									
12	12	44	44	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	208									17
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	209									
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	210									
12	12	44	44	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	211									18
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	212									
12	12	46	46	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	213									
13	13	48	48	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=74.6	75.0	𝅘𝅥	74.6	0.0	
13	13	48	48	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	214		A-							
13	13	49	49	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	215		-men,							
13	13	50	50	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
13	13	50	50	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	216		A-							
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	217		-men,							
13	13	48	48	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	218									
13	13	49	49	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	219									
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	220									
13	13	50	50	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	221									
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	222									
13	13	51	51	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	223									
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	224									
13	13	48	48	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	225									
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	226									
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	227									
13	13	51	51	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	228									
13	13	48	48	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	229									
13	13	49	49	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	230									
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	231									
13	13	51	51	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	232									
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	233									
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	234		das							
14	14	53	53	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	235		sei							
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	236		wahr,							
14	14	55	55	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=74.7	75.0	𝅘𝅥	74.7	0.0	
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	237		so							
14	14	52	52	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	238									
14	14	53	53	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	239									
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	240									
14	14	54	54	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	241									
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	242									
14	14	52	52	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	243									
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	244									
14	14	53	53	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	245									
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	246									
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	247									
14	14	55	55	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	248									
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	249									
14	14	52	52	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	250									19
14	14	105/2	105/2	1.0	1/8	1/8	Chord	4/4	2	2	1/4	1/4	1	251									
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	252									
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	253									
14	14	55	55	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	254									
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	255									
15	15	56	56	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	256		sin-							
